case,split,domain,initial_context,seed,mode,policy,committed,cycles,draft_cycles,rejections,proposed,accepted,target_ms,draft_ms,verify_ms,recovery_ms,total_ms,ms_per_token,simulated_tps,host_simulator_seconds,depth_0_cycles,depth_1_cycles,depth_2_cycles,depth_3_cycles,depth_4_cycles,depth_5_cycles,stress
fresh_seeds-heldout-code-256,heldout,code,256,403,resident_seed_batch,h2,256,83,75,51,343,173,160.18453348364946,567.950953645972,2211.9297288000225,141.85300733128886,3081.918223260933,12.038743059613019,83.06515016129472,0.00013029202818870544,8,0,0,16,0,59,fresh_seeds
fresh_seeds-heldout-code-256,heldout,code,256,404,resident_seed_batch,ordinary,256,256,0,0,0,0,5186.3165062061935,0.0,0.0,0.0,5186.3165062061935,20.259048852367943,49.36065889801716,0.00016975001199170947,256,0,0,0,0,0,fresh_seeds
fresh_seeds-heldout-code-256,heldout,code,256,404,resident_seed_batch,default,256,171,44,37,210,85,2606.069481713767,351.2204007223372,1260.9459199678035,97.04200651222772,4315.277808916135,16.85655394107865,59.32410642741431,0.00029816600726917386,127,0,0,0,0,44,fresh_seeds
fresh_seeds-heldout-code-256,heldout,code,256,404,resident_seed_batch,existing_cost_gate,256,143,67,57,325,113,1552.7559196666487,530.0570211125979,1957.1150991251432,152.76258519479077,4192.6906250991815,16.377697754293678,61.0586429791595,0.000389791966881603,76,0,0,0,0,67,fresh_seeds
fresh_seeds-heldout-code-256,heldout,code,256,404,resident_seed_batch,fixed_1,256,152,152,48,145,104,3073.994942526003,603.0616528102236,2039.9881915376857,0.0,5717.044786873916,22.332206198726233,44.778379310192705,0.00021804100833833218,0,152,0,0,0,0,fresh_seeds
fresh_seeds-heldout-code-256,heldout,code,256,404,resident_seed_batch,fixed_2,256,123,122,71,236,133,2495.302275082683,605.5745469314264,1778.0061553225298,86.05405370138544,4964.937031038027,19.394285277492294,51.561580418770724,9.912496898323298e-05,1,0,122,0,0,0,fresh_seeds
fresh_seeds-heldout-code-256,heldout,code,256,404,resident_seed_batch,fixed_3,256,108,108,78,318,148,39.272165216965846,634.798988337384,2723.5964501087988,207.90756252125436,3605.5751661844,14.084277992907813,71.00115465652932,9.654101449996233e-05,0,0,0,108,0,0,fresh_seeds
fresh_seeds-heldout-code-256,heldout,code,256,404,resident_seed_batch,fixed_4,256,97,97,76,375,159,59.14823052221336,669.6444038653209,2630.6904198560837,200.8555631143377,3560.3386173579547,13.90757272405451,71.90327311899667,8.120801066979766e-05,0,0,0,1,96,0,fresh_seeds
fresh_seeds-heldout-code-256,heldout,code,256,404,resident_seed_batch,fixed_5,256,91,91,77,437,165,62.808530642358086,721.9634925170668,2660.366081126334,205.97672799908844,3651.1148322848485,14.26216731361269,70.1155706570304,7.495802128687501e-05,0,0,0,1,1,89,fresh_seeds
fresh_seeds-heldout-code-256,heldout,code,256,404,resident_seed_batch,h1,256,98,86,70,383,158,391.751391703479,648.9638754440529,2437.2576828953565,187.00605137139476,3664.979001414285,14.31632422427455,69.85033199404737,0.00022991601144894958,12,3,2,6,7,68,fresh_seeds
fresh_seeds-heldout-code-256,heldout,code,256,404,resident_seed_batch,h2,256,118,96,65,297,138,465.60237714615715,583.9640739464161,2495.8496174847965,177.3950475610878,3722.8111161384563,14.542230922415845,68.76524003332729,0.00023445801343768835,22,0,0,90,0,6,fresh_seeds
fresh_seeds-heldout-code-256,heldout,code,256,405,resident_seed_batch,ordinary,256,256,0,0,0,0,5184.850839872548,0.0,0.0,0.0,5184.850839872548,20.25332359325214,49.37461228996376,0.00016825000056996942,256,0,0,0,0,0,fresh_seeds
fresh_seeds-heldout-code-256,heldout,code,256,405,resident_seed_batch,default,256,150,48,37,240,106,2057.8269884988504,384.3716333548976,1439.0929027520233,103.61837737005227,3984.9099019758255,15.566054304593068,64.24235586181467,0.0002708340180106461,102,0,0,0,0,48,fresh_seeds
fresh_seeds-heldout-code-256,heldout,code,256,405,resident_seed_batch,existing_cost_gate,256,130,65,54,325,126,1334.2105285367984,511.9463955314748,1933.9864479995329,148.26954413185433,3928.412916199662,15.34536295390493,65.16626573146843,0.0002565419999882579,65,0,0,0,0,65,fresh_seeds
fresh_seeds-heldout-code-256,heldout,code,256,405,resident_seed_batch,fixed_1,256,150,149,43,148,106,3039.104238469095,592.7149641580008,2085.554451601812,0.0,5717.373654228911,22.333490836831682,44.77580362631138,0.00011562503641471267,1,149,0,0,0,0,fresh_seeds
fresh_seeds-heldout-code-256,heldout,code,256,405,resident_seed_batch,fixed_2,256,120,119,64,236,136,2425.0714371073036,590.282300496131,1764.537667698361,74.11180637203921,4854.003211673835,18.960950045600917,52.73997334495417,8.679198799654841e-05,1,0,119,0,0,0,fresh_seeds
fresh_seeds-heldout-code-256,heldout,code,256,405,resident_seed_batch,fixed_3,256,104,103,69,306,152,37.816779411582544,612.3247774089788,2645.8408841743535,187.26639803720124,3483.248839032117,13.606440777469206,73.49460570584276,7.30419997125864e-05,1,0,0,103,0,0,fresh_seeds
fresh_seeds-heldout-code-256,heldout,code,256,405,resident_seed_batch,fixed_4,256,94,93,71,367,162,37.816779411582544,642.5121302925137,2571.4550054056303,194.26788800122782,3446.0518031109527,13.46113985590216,74.28791400317715,6.062502507120371e-05,1,0,0,1,92,0,fresh_seeds
fresh_seeds-heldout-code-256,heldout,code,256,405,resident_seed_batch,fixed_5,256,92,91,76,447,164,37.816779411582544,715.5233993042267,2693.4492384768796,207.61027614766667,3654.399693340355,14.274998802110762,70.05254528302558,5.4750009439885616e-05,1,0,0,1,1,89,fresh_seeds
fresh_seeds-heldout-code-256,heldout,code,256,405,resident_seed_batch,h1,256,112,101,71,319,144,334.23137023713883,622.8848551263223,2640.500942561249,195.97264502737733,3793.5898129520874,14.818710206844091,67.48225628558046,0.00017499999376013875,11,3,2,71,23,2,fresh_seeds
fresh_seeds-heldout-code-256,heldout,code,256,405,resident_seed_batch,h2,256,103,90,60,331,153,270.7663058743849,602.0833409490116,2458.661535435149,163.80234263270805,3495.313524891254,13.653568456606461,73.2409262221948,0.0001582909608259797,13,0,0,58,0,32,fresh_seeds
fresh_seeds-heldout-code-256,heldout,code,256,406,resident_seed_batch,ordinary,256,256,0,0,0,0,5194.83844179481,0.0,0.0,0.0,5194.83844179481,20.292337663260977,49.27968460777624,0.00017416698392480612,256,0,0,0,0,0,fresh_seeds
fresh_seeds-heldout-code-256,heldout,code,256,406,resident_seed_batch,default,256,157,44,36,215,99,2309.2335054930504,356.09121911662226,1312.0936254695594,98.93327317850003,4076.3516232577304,15.92324852835051,62.80125554905159,0.00027299998328089714,113,0,0,0,0,44,fresh_seeds
fresh_seeds-heldout-code-256,heldout,code,256,406,resident_seed_batch,existing_cost_gate,256,132,64,54,315,124,1390.6172662268696,512.9731107506193,1919.4786739024396,148.08899179774957,3971.1580426776773,15.512336104209677,64.4648229178469,0.00024562497856095433,68,0,0,0,0,64,fresh_seeds
fresh_seeds-heldout-code-256,heldout,code,256,406,resident_seed_batch,fixed_1,256,149,149,42,148,107,3024.2517904906226,593.2915854126262,2111.2224567580824,0.0,5728.76583266133,22.37799153383332,44.68676281730192,0.00011412502499297261,0,149,0,0,0,0,fresh_seeds
fresh_seeds-heldout-code-256,heldout,code,256,406,resident_seed_batch,fixed_2,256,117,116,60,226,139,2363.125388369514,573.7941992031358,1794.6342052807202,76.10977159077336,4807.663564444145,18.77993579860994,53.24831835016275,0.00012004200834780931,1,0,116,0,0,0,fresh_seeds
fresh_seeds-heldout-code-256,heldout,code,256,406,resident_seed_batch,fixed_3,256,105,105,70,309,151,38.952828393418535,626.4043984019487,2686.7438912630205,188.9889847034096,3541.090102761798,13.832383213913273,72.29412202765985,7.633300265297294e-05,0,0,0,105,0,0,fresh_seeds
fresh_seeds-heldout-code-256,heldout,code,256,406,resident_seed_batch,fixed_4,256,99,99,75,387,157,38.952828393418535,693.4050943879204,2753.6295665124694,204.79427193491398,3690.7817612287217,14.417116254799694,69.36199877469141,6.879196735098958e-05,0,0,0,1,98,0,fresh_seeds
fresh_seeds-heldout-code-256,heldout,code,256,406,resident_seed_batch,fixed_5,256,91,91,75,442,165,38.952828393418535,723.9479701204149,2701.8090824477117,203.34006374322416,3668.049944704768,14.328320096503,69.79185230821734,6.3000014051795e-05,0,0,0,1,1,89,fresh_seeds
fresh_seeds-heldout-code-256,heldout,code,256,406,resident_seed_batch,h1,256,107,95,71,363,149,365.47833226783547,654.5974821720777,2573.1984243430265,187.5505371289494,3780.82477591189,14.76884678090582,67.71009374224592,0.00019866699585691094,12,3,2,2,84,4,fresh_seeds
fresh_seeds-heldout-code-256,heldout,code,256,406,resident_seed_batch,h2,256,110,96,62,305,146,300.60534527232636,594.0404775328038,2523.925997886793,169.73151956991967,3588.303340261842,14.01680992289782,71.34290937101193,0.00017904199194163084,14,0,0,86,0,10,fresh_seeds
fresh_seeds-heldout-code-256,heldout,code,256,407,resident_seed_batch,ordinary,256,256,0,0,0,0,5256.901957944709,0.0,0.0,0.0,5256.901957944709,20.534773273221518,48.69788366760569,0.0001516249612905085,256,0,0,0,0,0,fresh_seeds
fresh_seeds-heldout-code-256,heldout,code,256,407,resident_seed_batch,default,256,160,48,41,235,96,2332.9866693811905,386.8386849108925,1423.4530555736376,113.7557342867137,4257.034144152434,16.629039625595446,60.1357638513771,0.00032541697146371007,112,0,0,0,0,48,fresh_seeds
fresh_seeds-heldout-code-256,heldout,code,256,407,resident_seed_batch,existing_cost_gate,256,135,63,56,310,121,1498.981769530017,508.82090355836357,1897.7594621914418,156.44951081332863,4062.0116460931513,15.867232992551372,63.02296061760955,0.00027008302276954055,72,0,0,0,0,63,fresh_seeds
fresh_seeds-heldout-code-256,heldout,code,256,407,resident_seed_batch,fixed_1,256,151,150,45,146,105,3110.5263507038694,605.3994195106285,2096.077206925171,0.0,5812.00297713967,22.703136629451837,44.046777162180376,0.00016166700515896082,1,150,0,0,0,0,fresh_seeds
fresh_seeds-heldout-code-256,heldout,code,256,407,resident_seed_batch,fixed_2,256,112,112,50,216,144,2327.005364429368,570.7569140740809,1827.577826746458,57.271986637539065,4782.612091887446,18.682078483935335,53.527234716410014,0.00010720797581598163,0,0,112,0,0,0,fresh_seeds
fresh_seeds-heldout-code-256,heldout,code,256,407,resident_seed_batch,fixed_3,256,99,99,62,287,157,77.646575256743,591.8425008061384,2505.763340273235,167.4823943113328,3342.7348106474483,13.057557854091595,76.58399918072347,9.91669949144125e-05,0,0,1,98,0,0,fresh_seeds
fresh_seeds-heldout-code-256,heldout,code,256,407,resident_seed_batch,fixed_4,256,94,94,77,362,162,77.646575256743,664.1552690356162,2602.5553877489842,212.16644539381474,3556.5236774351583,13.892670614981087,71.98040086847344,7.30419997125864e-05,0,0,1,0,93,0,fresh_seeds
fresh_seeds-heldout-code-256,heldout,code,256,407,resident_seed_batch,fixed_5,256,90,90,77,431,166,77.646575256743,723.6307028016889,2664.7487569226064,210.78468607888064,3676.8107210599196,14.362541879140311,69.6255585128958,5.9999991208314896e-05,0,0,1,0,1,88,fresh_seeds
fresh_seeds-heldout-code-256,heldout,code,256,407,resident_seed_batch,h1,256,108,96,59,275,148,437.8591368398679,576.1249192825939,2418.022399601601,157.80684002244737,3589.813295746509,14.022708186509801,71.31290095318572,0.000175209017470479,12,3,3,85,3,2,fresh_seeds
fresh_seeds-heldout-code-256,heldout,code,256,407,resident_seed_batch,h2,256,103,89,72,384,153,357.74275144226067,668.6287586454147,2532.1968546365506,195.5813229230228,3754.149687647249,14.664647217372066,68.19120741038883,0.00015812501078471541,14,0,0,24,0,65,fresh_seeds
fresh_seeds-heldout-code-256,heldout,code,256,408,resident_seed_batch,ordinary,256,256,0,0,0,0,5217.656875204412,0.0,0.0,0.0,5217.656875204412,20.381472168767235,49.06416924742118,0.00022441695909947157,256,0,0,0,0,0,fresh_seeds
fresh_seeds-heldout-code-256,heldout,code,256,408,resident_seed_batch,default,256,171,38,28,185,85,2732.3317841391995,308.7464864330845,1129.2377282297568,76.71315564678648,4247.029154448827,16.58995763456573,60.277429395989934,0.00031295802909880877,133,0,0,0,0,38,fresh_seeds
fresh_seeds-heldout-code-256,heldout,code,256,408,resident_seed_batch,existing_cost_gate,256,133,64,52,320,123,1390.848054543925,520.3120590899886,1976.4880839055295,148.36718974643387,4036.0153872858773,15.765685106585458,63.428895936928974,0.0002760839997790754,69,0,0,0,0,64,fresh_seeds
fresh_seeds-heldout-code-256,heldout,code,256,408,resident_seed_batch,fixed_1,256,150,150,44,148,106,3045.8125297015677,597.5497707821132,2079.6153671237003,0.0,5722.977667607382,22.355381514091334,44.73195858320141,0.00011845800327137113,0,150,0,0,0,0,fresh_seeds
fresh_seeds-heldout-code-256,heldout,code,256,408,resident_seed_batch,fixed_2,256,123,123,67,243,133,2496.6647262919564,611.0526223032145,1700.5234263936295,62.1566000146446,4870.397375003444,19.024989746107202,52.562446200772065,9.425001917406917e-05,0,1,122,0,0,0,fresh_seeds
fresh_seeds-heldout-code-256,heldout,code,256,408,resident_seed_batch,fixed_3,256,102,102,66,297,154,84.12794374141394,611.2984853212307,2596.293891517094,176.52715236551788,3468.247472945257,13.54784169119241,73.8124952146518,7.274997187778354e-05,0,1,1,100,0,0,fresh_seeds
fresh_seeds-heldout-code-256,heldout,code,256,408,resident_seed_batch,fixed_4,256,94,94,67,362,162,84.12794374141394,652.5713487036616,2560.369557265297,179.30376557884435,3476.372615289215,13.579580528473496,73.63997716300679,7.416697917506099e-05,0,1,1,1,91,0,fresh_seeds
fresh_seeds-heldout-code-256,heldout,code,256,408,resident_seed_batch,fixed_5,256,93,93,79,445,163,84.12794374141394,731.9794664306265,2702.3224488804685,212.17756893938449,3730.607427991892,14.572685265593329,68.62153280432389,7.854198338463902e-05,0,1,1,1,1,89,fresh_seeds
fresh_seeds-heldout-code-256,heldout,code,256,408,resident_seed_batch,h1,256,121,79,60,326,135,1001.1202737036471,570.3209890171256,2232.3215566195854,166.33871760466383,3970.1015369450215,15.50820912869149,64.48197800930579,0.00019587500719353557,42,3,3,19,5,49,fresh_seeds
fresh_seeds-heldout-code-256,heldout,code,256,408,resident_seed_batch,h2,256,106,94,59,289,150,270.56213251893456,577.6798641736533,2468.6605537390765,163.58305761456447,3480.4856080462296,13.595646906430584,73.5529546245432,0.0001781670143827796,12,0,0,89,0,5,fresh_seeds
fresh_seeds-heldout-code-256,heldout,code,256,409,resident_seed_batch,ordinary,256,256,0,0,0,0,5188.301539048991,0.0,0.0,0.0,5188.301539048991,20.26680288691012,49.34177361767691,0.0001812499831430614,256,0,0,0,0,0,fresh_seeds
fresh_seeds-heldout-code-256,heldout,code,256,409,resident_seed_batch,default,256,134,52,39,260,122,1679.4044428586246,413.17624473656815,1549.542147853051,107.13598358994996,3749.2588190381935,14.645542261867943,68.2801621216623,0.0002413329784758389,82,0,0,0,0,52,fresh_seeds
fresh_seeds-heldout-code-256,heldout,code,256,409,resident_seed_batch,existing_cost_gate,256,108,60,45,295,148,998.9843939224525,479.44155655997156,1769.1968206766655,121.20126594865135,3368.824037107742,13.159468894952116,75.99090875039747,0.0002002910478040576,48,0,0,0,0,60,fresh_seeds
fresh_seeds-heldout-code-256,heldout,code,256,409,resident_seed_batch,fixed_1,256,152,152,48,150,104,3075.431203863037,603.3708930414417,2048.4540554007253,0.0,5727.256152305209,22.372094344942223,44.69854205786841,0.00011345802340656519,0,152,0,0,0,0,fresh_seeds
fresh_seeds-heldout-code-256,heldout,code,256,409,resident_seed_batch,fixed_2,256,118,118,62,233,138,2375.5495662325006,581.3598175625164,1786.717488947356,74.99084606758868,4818.617718809965,18.822725464101424,53.1272690507649,9.054102702066302e-05,0,1,117,0,0,0,fresh_seeds
fresh_seeds-heldout-code-256,heldout,code,256,409,resident_seed_batch,fixed_3,256,106,105,69,312,150,44.88383625055585,624.4743197030645,2692.0855016118617,187.59298511252885,3549.036642678011,13.86342438546098,72.1322504596146,7.775000995025039e-05,1,0,0,105,0,0,fresh_seeds
fresh_seeds-heldout-code-256,heldout,code,256,409,resident_seed_batch,fixed_4,256,94,94,68,372,162,25.634109011532576,658.2945485883965,2624.8695380086824,186.02437132452891,3494.822566933142,13.651650652082585,73.25121521824528,6.525003118440509e-05,0,0,0,0,94,0,fresh_seeds
fresh_seeds-heldout-code-256,heldout,code,256,409,resident_seed_batch,fixed_5,256,86,86,70,424,170,25.634109011532576,684.6683937693897,2563.85635956697,190.4834598700425,3464.642322217934,13.533759071163805,73.88930117211014,6.745796417817473e-05,0,0,0,0,1,85,fresh_seeds
fresh_seeds-heldout-code-256,heldout,code,256,409,resident_seed_batch,h1,256,104,92,63,335,152,353.9991186724542,606.8817267318799,2463.82904594907,171.51475269657803,3596.224644049984,14.04775251582025,71.18576433303643,0.0001894590095616877,12,2,2,41,26,21,fresh_seeds
