case,split,domain,initial_context,seed,mode,policy,committed,cycles,draft_cycles,rejections,proposed,accepted,target_ms,draft_ms,verify_ms,recovery_ms,total_ms,ms_per_token,simulated_tps,host_simulator_seconds,depth_0_cycles,depth_1_cycles,depth_2_cycles,depth_3_cycles,depth_4_cycles,depth_5_cycles
heldout-code-256,heldout,code,256,104,resident_seed_batch,default,256,162,48,40,230,94,2383.7671933177803,382.5982269358466,1377.9805114152575,106.16291650279786,4250.508848171682,16.603550188170633,60.22808307059897,0.000327582994941622,114,0,0,0,0,48
heldout-code-256,heldout,code,256,104,resident_seed_batch,existing_cost_gate,256,146,56,47,265,110,1925.892809124755,442.53650209677363,1571.2544360538905,123.05139064142924,4062.7351379168476,15.870059132487686,63.01173748955317,0.00030149996746331453,90,0,0,0,0,56
heldout-code-256,heldout,code,256,104,resident_seed_batch,fixed_1,256,153,152,49,151,103,3104.877991742084,605.349109534449,2032.7021514276007,0.0,5742.929252704133,22.43331739337552,44.576554704980744,0.00013816700084134936,1,152,0,0,0,0
heldout-code-256,heldout,code,256,104,resident_seed_batch,fixed_2,256,120,119,63,226,136,2428.365297093127,590.5299225473193,1727.670061901482,66.55301267577732,4813.118294217707,18.80124333678792,53.1879717786177,0.00012395798694342375,1,0,119,0,0,0
heldout-code-256,heldout,code,256,104,resident_seed_batch,fixed_3,256,109,108,73,314,147,103.33456088841845,647.8179419534522,2743.4035428015145,195.31280904613334,3689.8688546895187,14.413550213630932,69.3791595532305,0.00011520797852426767,1,0,1,107,0,0
heldout-code-256,heldout,code,256,104,resident_seed_batch,fixed_4,256,96,96,71,365,160,108.95559637406504,667.4974038892966,2582.1090322529567,187.8942723571304,3546.456304873449,13.85334494091191,72.18473258734682,9.558402234688401e-05,0,1,0,0,95,0
heldout-code-256,heldout,code,256,104,resident_seed_batch,fixed_5,256,92,91,76,430,164,124.961520682479,726.1247338216878,2599.4200175216856,199.56681797242467,3650.073089998277,14.258098007805769,70.13558186039525,7.704203017055988e-05,1,0,0,0,0,91
heldout-code-256,heldout,code,256,104,resident_seed_batch,candidate,256,107,96,66,335,149,292.9648065436265,639.3779690987471,2562.352371735244,177.29884322471648,3671.9939906023337,14.343726525790366,69.71688969403982,0.00019437505397945642,11,0,0,66,0,30
heldout-code-256,heldout,code,256,105,resident_seed_batch,ordinary,256,256,0,0,0,0,5165.633661185632,0.0,0.0,0.0,5165.633661185632,20.178256489006376,49.55829561116072,0.00018183398060500622,256,0,0,0,0,0
heldout-code-256,heldout,code,256,105,resident_seed_batch,default,256,147,45,34,225,109,2042.4850027864081,359.84523729840805,1352.1504086698726,94.38488586623136,3848.8655346209202,15.03463099461297,66.51310566639833,0.00029045797418802977,102,0,0,0,0,45
heldout-code-256,heldout,code,256,105,resident_seed_batch,existing_cost_gate,256,129,62,48,310,127,1332.5709823103944,495.01747754416607,1875.5349668075235,132.97775541400958,3836.1011820760955,14.984770242484748,66.73442327229048,0.00037212501047179103,67,0,0,0,0,62
heldout-code-256,heldout,code,256,105,resident_seed_batch,fixed_1,256,151,150,45,148,105,3028.241048046985,589.7471507128257,2047.1333719269117,0.0,5665.1215706867215,22.129381135495006,45.188791944842215,0.00024750002194195986,1,150,0,0,0,0
heldout-code-256,heldout,code,256,105,resident_seed_batch,fixed_2,256,118,117,60,231,138,2375.704182974953,575.6487940728268,1751.892319185691,65.25752227590458,4768.502818509377,18.626964134802254,53.6856136492806,0.0001842500059865415,1,1,116,0,0,0
heldout-code-256,heldout,code,256,105,resident_seed_batch,fixed_3,256,105,104,72,306,151,83.54374598344091,612.6763613100592,2608.9024268478606,188.5609534070203,3493.683487548382,13.647201123235867,73.27509801972433,0.00011141598224639893,1,1,1,102,0,0
heldout-code-256,heldout,code,256,105,resident_seed_batch,fixed_4,256,93,92,68,359,163,83.54374598344091,633.0448667289761,2492.4165987528436,178.48926107919505,3387.4944725444543,13.232400283376775,75.57207903212024,7.979199290275574e-05,1,1,1,0,90,0
heldout-code-256,heldout,code,256,105,resident_seed_batch,fixed_5,256,87,86,69,422,169,63.71328545786429,672.6493243863239,2520.897892689635,184.25373486254537,3441.514237396368,13.443414989829563,74.38586108935391,7.191702025011182e-05,1,1,1,0,1,83
heldout-code-256,heldout,code,256,105,resident_seed_batch,candidate,256,103,91,69,361,153,246.55392765611387,624.8410896394631,2529.5510643141797,188.56623977179322,3589.512321381549,14.021532505396676,71.31888041589713,0.00019887503003701568,12,0,0,47,0,44
heldout-code-256,heldout,code,256,106,resident_seed_batch,ordinary,256,256,0,0,0,0,5194.999302765283,0.0,0.0,0.0,5194.999302765283,20.292966026426885,49.27815868304967,0.00022812496172264218,256,0,0,0,0,0
heldout-code-256,heldout,code,256,106,resident_seed_batch,default,256,147,52,41,260,109,1954.94752391308,415.8029196247338,1567.7104728881568,114.2570946308642,4052.7180110568333,15.830929730690755,63.16748397040398,0.00030045799212530255,95,0,0,0,0,52
heldout-code-256,heldout,code,256,106,resident_seed_batch,existing_cost_gate,256,133,64,53,320,123,1420.5621693429018,510.7780453608363,1936.4259546976796,147.70623608688322,4015.472405488299,15.685439083938668,63.75339540376427,0.0002785839606076479,69,0,0,0,0,64
heldout-code-256,heldout,code,256,106,resident_seed_batch,fixed_1,256,149,148,41,147,107,3012.799302146294,586.9950167644733,2094.0199226920827,0.0,5693.814241602845,22.241461881261113,44.96107339250575,0.00012641603825613856,1,148,0,0,0,0
heldout-code-256,heldout,code,256,106,resident_seed_batch,fixed_2,256,117,117,60,232,139,2397.756772097384,587.5764109963993,1807.5958875224815,70.0817723074998,4863.010842923762,18.996136105170944,52.6422844342429,9.304098784923553e-05,0,0,117,0,0,0
heldout-code-256,heldout,code,256,106,resident_seed_batch,fixed_3,256,103,103,66,305,153,38.7308973972291,616.6064977229555,2666.4350932541506,182.37047495637339,3504.1429633307066,13.688058450510573,73.05638002756332,8.020800305530429e-05,0,0,1,102,0,0
heldout-code-256,heldout,code,256,106,resident_seed_batch,fixed_4,256,96,96,72,377,160,38.7308973972291,671.1765201967897,2693.2746870924534,199.77174598418742,3602.9538506706585,14.07403847918226,71.05281127937506,7.912504952400923e-05,0,0,1,1,94,0
heldout-code-256,heldout,code,256,106,resident_seed_batch,fixed_5,256,94,94,79,459,162,38.7308973972291,749.4291990325196,2829.3873346663936,219.3959843627562,3836.9434154588976,14.988060216636319,66.71977464368796,7.091695442795753e-05,0,0,1,1,1,91
heldout-code-256,heldout,code,256,106,resident_seed_batch,candidate,256,100,87,67,390,156,291.23952090903293,659.1428524553897,2540.9319751332164,185.9305799184438,3677.244928416081,14.364238001625317,69.61733715960776,0.0001873329747468233,13,0,0,20,0,67
heldout-code-256,heldout,code,256,107,resident_seed_batch,ordinary,256,256,0,0,0,0,5193.249625913493,0.0,0.0,0.0,5193.249625913493,20.286131351224583,49.29476116892216,0.00019354198593646288,256,0,0,0,0,0
heldout-code-256,heldout,code,256,107,resident_seed_batch,default,256,131,54,36,260,125,1621.0877811932453,428.5942561408662,1549.1508769559678,94.71762167787817,3693.5505359679596,14.427931781124842,69.3100033442241,0.00026004196843132377,77,0,0,0,0,54
heldout-code-256,heldout,code,256,107,resident_seed_batch,existing_cost_gate,256,111,70,52,340,145,894.3350694471726,554.0144317363455,2035.06174724351,138.61468313629595,3622.025931563325,14.148538795169237,70.67867675080566,0.0002358750207349658,41,0,0,0,0,70
heldout-code-256,heldout,code,256,107,resident_seed_batch,fixed_1,256,152,151,47,147,104,3096.819315818895,604.0580103401675,2070.0245639225627,0.0,5770.901890081623,22.54258550813134,44.36048383355538,0.00011470797471702099,1,151,0,0,0,0
heldout-code-256,heldout,code,256,107,resident_seed_batch,fixed_2,256,115,115,53,230,141,2361.9046457159975,579.0361405964588,1751.626201453037,47.78438135534189,4740.351369120835,18.516997535628263,54.00443555041338,8.116697426885366e-05,0,0,115,0,0,0
heldout-code-256,heldout,code,256,107,resident_seed_batch,fixed_3,256,102,102,64,304,154,20.703375144791114,606.739935282067,2651.0901221535805,178.72551801140597,3457.258950591844,13.50491777574939,74.0471002197205,7.279100827872753e-05,0,1,0,101,0,0
heldout-code-256,heldout,code,256,107,resident_seed_batch,fixed_4,256,98,98,75,385,158,41.967753676073485,676.0939715525449,2708.0137110598994,206.28217513117562,3632.357611419694,14.18889691960818,70.47764217795266,6.954098353162408e-05,0,1,0,0,97,0
heldout-code-256,heldout,code,256,107,resident_seed_batch,fixed_5,256,92,92,73,451,164,41.967753676073485,727.8475568309069,2744.046759971508,200.66170687767578,3714.523777356165,14.509858505297519,68.9186596571498,6.495800334960222e-05,0,1,0,0,0,91
heldout-code-256,heldout,code,256,107,resident_seed_batch,candidate,256,129,89,63,284,127,821.336344074372,552.8194951467392,2338.146358563734,172.5594659766387,3884.861663761486,15.175240874068304,65.89681233388632,0.0003131249686703086,40,0,0,78,0,11
heldout-code-256,heldout,code,256,108,resident_seed_batch,ordinary,256,256,0,0,0,0,5198.321222139406,0.0,0.0,0.0,5198.321222139406,20.305942273982055,49.24666811848949,0.0002281250199303031,256,0,0,0,0,0
heldout-code-256,heldout,code,256,108,resident_seed_batch,default,256,130,55,42,270,126,1570.6020689663417,435.9310730807396,1603.7018803225396,114.1685434556474,3724.403565825268,14.548451429004952,68.73583796048013,0.0002722080098465085,75,0,0,0,0,55
heldout-code-256,heldout,code,256,108,resident_seed_batch,existing_cost_gate,256,125,64,50,315,131,1274.4629405515273,510.1493939457367,1893.321667556345,137.33967394490554,3815.2736759985123,14.903412796869189,67.09872521346745,0.00026462500682100654,61,0,0,0,0,64
heldout-code-256,heldout,code,256,108,resident_seed_batch,fixed_1,256,147,147,38,144,109,2990.036511611466,586.6387517504305,2138.953161201823,0.0,5715.628424563722,22.326673533452038,44.789475624378206,0.00014091696357354522,0,147,0,0,0,0
heldout-code-256,heldout,code,256,108,resident_seed_batch,fixed_2,256,120,120,62,235,136,2445.6032550322043,598.4647143854305,1697.3875317139682,58.82809384825558,4800.283594979861,18.751107792890082,53.33018246416211,0.00010200001997873187,0,1,119,0,0,0
heldout-code-256,heldout,code,256,108,resident_seed_batch,fixed_3,256,103,103,65,301,153,64.02045661284096,614.102100936971,2623.2077386276205,176.2734138960165,3477.60371007345,13.584389492474415,73.61390812255404,8.083297871053219e-05,0,1,0,102,0,0
heldout-code-256,heldout,code,256,108,resident_seed_batch,fixed_4,256,95,94,69,376,161,22.102787966402833,657.2944063753129,2653.1067404290498,193.9967466020746,3526.500681372839,13.775393286612653,72.59320871599583,7.383298361673951e-05,1,0,0,0,94,0
heldout-code-256,heldout,code,256,108,resident_seed_batch,fixed_5,256,89,89,73,440,167,23.019693628079747,711.4437894408422,2671.0348614131262,201.9816569994226,3607.4800014814696,14.09171875578699,70.96366435707738,6.19160127826035e-05,0,0,0,0,0,89
heldout-code-256,heldout,code,256,108,resident_seed_batch,candidate,256,107,94,63,322,149,317.2242774234135,607.6617769757277,2487.2135887212607,170.11611853199406,3582.215761652397,13.993030318954675,71.46414873734821,0.00019183300901204348,13,0,0,71,0,23
heldout-code-256,heldout,code,256,109,resident_seed_batch,ordinary,256,256,0,0,0,0,5211.484583396499,0.0,0.0,0.0,5211.484583396499,20.357361653892575,49.1222790556844,0.00019537500338628888,256,0,0,0,0,0
heldout-code-256,heldout,code,256,109,resident_seed_batch,default,256,154,47,37,230,102,2214.1388380197714,377.53733642314654,1390.5490020788868,101.15728571705354,4083.382462238855,15.950712743120528,62.693123254401,0.0003473340184427798,107,0,0,0,0,47
heldout-code-256,heldout,code,256,109,resident_seed_batch,existing_cost_gate,256,135,62,52,295,121,1543.6459572922017,498.23305246489826,1792.0492885964823,137.25803019258953,3971.1863285461704,15.512446595883478,64.46436374938877,0.0002846249844878912,73,0,0,0,0,62
heldout-code-256,heldout,code,256,109,resident_seed_batch,fixed_1,256,151,151,46,145,105,3062.7685813332264,600.7500459633703,2058.932424392772,0.0,5722.451051689368,22.353324420661593,44.73607509922244,0.00011583301238715649,0,151,0,0,0,0
heldout-code-256,heldout,code,256,109,resident_seed_batch,fixed_2,256,117,117,58,225,139,2396.7119313891694,586.5473993645801,1778.7644782352268,61.328984783072094,4823.352793772049,18.841221850672067,53.07511412612181,8.333299774676561e-05,0,1,116,0,0,0
heldout-code-256,heldout,code,256,109,resident_seed_batch,fixed_3,256,104,104,71,301,152,80.27396692820531,622.8879604085798,2637.2892461678903,189.4185414218915,3529.869714926566,13.788553573931898,72.52392316845771,7.437501335516572e-05,0,1,0,103,0,0
heldout-code-256,heldout,code,256,109,resident_seed_batch,fixed_4,256,92,92,71,352,164,79.36750323936428,643.6429083009568,2519.4607279934194,191.87701707960895,3434.34815661335,13.415422486770899,74.54107397557635,6.458297139033675e-05,0,1,0,1,90,0
heldout-code-256,heldout,code,256,109,resident_seed_batch,fixed_5,256,89,89,73,424,167,81.38102259353084,710.9663381455057,2612.4516176801776,197.27521659478165,3602.074195013993,14.07060232427341,71.07016295065668,5.9917045291513205e-05,0,1,0,1,0,87
heldout-code-256,heldout,code,256,109,resident_seed_batch,candidate,256,103,90,65,356,153,305.446336355707,635.1584145023406,2496.187525438266,176.40604597115097,3613.198322267464,14.114055946357281,70.85135582575691,0.00018145801732316613,13,0,0,43,0,47
heldout-code-256,heldout,code,256,110,resident_seed_batch,ordinary,256,256,0,0,0,0,5249.506961172977,0.0,0.0,0.0,5249.506961172977,20.50588656708194,48.766484527681826,0.00021287502022460103,256,0,0,0,0,0
heldout-code-256,heldout,code,256,110,resident_seed_batch,default,256,125,49,33,240,131,1601.8174971386875,392.76366386893153,1443.1824501295096,88.95350982697751,3526.717120964106,13.77623875376604,72.58875356864935,0.00026241596788167953,76,0,0,0,0,49
heldout-code-256,heldout,code,256,110,resident_seed_batch,existing_cost_gate,256,108,65,48,315,148,940.1785239920299,521.5428084731691,1912.598325541559,129.01035765390571,3503.3300156606624,13.684882873674463,73.07333275929564,0.00023229100042954087,43,0,0,0,0,65
heldout-code-256,heldout,code,256,110,resident_seed_batch,fixed_1,256,149,149,42,146,107,3034.940667384839,595.417792975683,2112.3305481501916,0.0,5742.689008510714,22.432378939494978,44.578419555822336,0.00013112503802403808,0,149,0,0,0,0
heldout-code-256,heldout,code,256,110,resident_seed_batch,fixed_2,256,117,116,56,228,139,2402.727174522156,583.6052756258251,1731.39612479999,52.754664907534305,4770.483239855504,18.63470015568556,53.66332657061262,9.208399569615722e-05,1,0,116,0,0,0
heldout-code-256,heldout,code,256,110,resident_seed_batch,fixed_3,256,96,96,57,285,160,21.195523546352792,579.7098740044764,2501.984418289629,157.6653647359998,3260.555180576457,12.736543674126786,78.51423632546526,7.341697346419096e-05,0,0,0,96,0,0
heldout-code-256,heldout,code,256,110,resident_seed_batch,fixed_4,256,88,88,62,343,168,41.616457974556184,620.5707832665677,2453.8586057946636,169.35634988270553,3285.402196918492,12.833602331712859,77.92044463844107,6.854202365502715e-05,0,0,0,1,87,0
heldout-code-256,heldout,code,256,110,resident_seed_batch,fixed_5,256,83,83,66,403,173,41.616457974556184,668.3995616546146,2483.7671417134775,181.00624337463736,3374.7894047172854,13.182771112176896,75.8565851967423,5.64999645575881e-05,0,0,0,1,0,82
heldout-code-256,heldout,code,256,110,resident_seed_batch,candidate,256,125,83,53,254,131,884.6077414559874,509.2252549427312,2179.383141270439,146.83840402907842,3720.0545416982354,14.531463053508732,68.81619533544094,0.00022420898312702775,42,0,0,79,0,4
heldout-code-256,heldout,code,256,111,resident_seed_batch,ordinary,256,256,0,0,0,0,5218.039556826476,0.0,0.0,0.0,5218.039556826476,20.38296701885342,49.060570969625786,0.0001875840243883431,256,0,0,0,0,0
heldout-code-256,heldout,code,256,111,resident_seed_batch,default,256,121,56,43,275,135,1343.6856312295579,453.63249892607655,1674.867182342665,119.7272986940183,3591.9126111923183,14.030908637469993,71.27122168905497,0.00024191703414544463,65,0,0,0,0,56
heldout-code-256,heldout,code,256,111,resident_seed_batch,existing_cost_gate,256,108,73,59,360,148,723.8586329608729,592.4014401553445,2213.8991364780336,165.78959459083825,3695.9488041850896,14.437300016348006,69.26502870118755,0.00023037503706291318,35,0,0,0,0,73
heldout-code-256,heldout,code,256,111,resident_seed_batch,fixed_1,256,153,152,49,149,103,3118.1848321163416,607.7861777610467,2044.7089939640264,0.0,5770.680003841412,22.541718765005516,44.36218952178713,0.00011387502308934927,1,152,0,0,0,0
heldout-code-256,heldout,code,256,111,resident_seed_batch,fixed_2,256,122,121,70,235,134,2482.0336242072976,602.1928861652311,1811.988666985796,89.47904432287707,4985.694221681202,19.475368053442196,51.346911506673884,8.616602281108499e-05,1,1,120,0,0,0
heldout-code-256,heldout,code,256,111,resident_seed_batch,fixed_3,256,106,105,72,310,150,60.410182667246424,630.2168024559941,2705.7771356218545,196.80638367858953,3593.2105044236837,14.035978532905014,71.24547801606184,7.400003960356116e-05,1,1,0,104,0,0
heldout-code-256,heldout,code,256,111,resident_seed_batch,fixed_4,256,98,97,75,380,158,60.53629125145397,681.0348611418264,2699.7948808613237,205.06245871993494,3646.4284919745387,14.243861296775542,70.20568223494112,6.820895941928029e-05,1,0,0,0,97,0
heldout-code-256,heldout,code,256,111,resident_seed_batch,fixed_5,256,94,94,80,465,162,18.93245337229707,756.431792364919,2850.041345583305,223.13538321002898,3848.54097453055,15.033363181759961,66.51871493487924,6.225000834092498e-05,0,0,0,0,0,94
heldout-code-256,heldout,code,256,111,resident_seed_batch,candidate,256,108,95,61,289,148,309.94568261891396,582.3277547284156,2465.830619253088,166.10420633226346,3524.2082629326806,13.766438527080783,72.64042897027,0.00018866697791963816,13,0,0,90,0,5
heldout-code-256,heldout,code,256,112,resident_seed_batch,ordinary,256,256,0,0,0,0,5217.112987635175,0.0,0.0,0.0,5217.112987635175,20.379347607949903,49.069284220359634,0.000495457963552326,256,0,0,0,0,0
heldout-code-256,heldout,code,256,112,resident_seed_batch,default,256,125,50,32,245,131,1542.7210681881022,401.2767667493726,1481.2044147563395,85.95564831915608,3511.1578980129702,13.715460539113165,72.91042084574869,0.0003299579839222133,75,0,0,0,0,50
heldout-code-256,heldout,code,256,112,resident_seed_batch,existing_cost_gate,256,110,68,49,335,146,885.257332923938,539.1806159647375,2015.6703232258556,132.3966604505599,3572.5049325650916,13.95509739283239,71.65840351021983,0.00024337501963600516,42,0,0,0,0,68
heldout-code-256,heldout,code,256,112,resident_seed_batch,fixed_1,256,150,150,44,147,106,3044.880278919678,597.3547101590765,2096.8896115335724,0.0,5739.124600612325,22.418455471141893,44.6061059508425,0.00013695802772417665,0,150,0,0,0,0
