case,split,domain,initial_context,seed,mode,policy,committed,cycles,draft_cycles,rejections,proposed,accepted,target_ms,draft_ms,verify_ms,recovery_ms,total_ms,ms_per_token,simulated_tps,host_simulator_seconds,depth_0_cycles,depth_1_cycles,depth_2_cycles,depth_3_cycles,depth_4_cycles,depth_5_cycles,stress
flat_draft-heldout-code-256,heldout,code,256,201,resident_seed_batch,ordinary,256,256,0,0,0,0,5215.082014887775,0.0,0.0,0.0,5215.082014887775,20.37141412065537,49.08839386785923,0.0001480409991927445,256,0,0,0,0,0,flat_draft
flat_draft-heldout-code-256,heldout,code,256,201,resident_seed_batch,default,256,123,50,36,250,133,1517.017448777098,396.38249244991715,1491.6408234876417,99.24250426299463,3504.2832689776524,13.688606519443955,73.05345497217353,0.0002473329659551382,73,0,0,0,0,50,flat_draft
flat_draft-heldout-code-256,heldout,code,256,201,resident_seed_batch,existing_cost_gate,256,110,57,42,285,146,1105.7916097980456,451.5758538035004,1706.1834819998885,115.70105813129801,3379.252003732733,13.200203139580989,75.7564099147449,0.0002417500363662839,53,0,0,0,0,57,flat_draft
flat_draft-heldout-code-256,heldout,code,256,201,resident_seed_batch,fixed_1,256,145,144,33,144,111,2935.066790862699,1138.4011598933146,2177.892545171242,0.0,6251.360495927259,24.419376937215855,40.9510857943296,0.0001057089539244771,1,144,0,0,0,0,flat_draft
flat_draft-heldout-code-256,heldout,code,256,201,resident_seed_batch,fixed_2,256,110,110,46,219,146,2272.0095951911717,886.3260826464507,1822.8807966815773,52.82821154672413,5034.044686065925,19.66423705494502,50.8537400767617,8.591701043769717e-05,0,1,109,0,0,0,flat_draft
flat_draft-heldout-code-256,heldout,code,256,201,resident_seed_batch,fixed_3,256,92,92,50,272,164,38.53309619050552,731.1554884971259,2378.387313184785,139.39269557005895,3287.468593442478,12.84167419313468,77.87146636492402,6.495800334960222e-05,0,0,1,91,0,0,flat_draft
flat_draft-heldout-code-256,heldout,code,256,201,resident_seed_batch,fixed_4,256,86,86,60,337,170,40.67292041308188,693.3154943123646,2429.819997232438,168.1175329777803,3331.9259449356664,13.015335722404947,76.83243992535462,6.341701373457909e-05,0,0,1,1,84,0,flat_draft
flat_draft-heldout-code-256,heldout,code,256,201,resident_seed_batch,fixed_5,256,79,79,62,390,177,19.73130158082855,623.7620577912966,2378.1725326251035,172.3623048633614,3194.028196860592,12.476672643986687,80.14957421215699,5.1292008720338345e-05,0,0,1,1,0,77,flat_draft
flat_draft-heldout-code-256,heldout,code,256,201,resident_seed_batch,h1,256,94,82,56,320,162,335.32455804005997,659.0308510501112,2299.8155323154297,157.92303290937295,3452.0939743149743,13.484742087167868,74.15788848876863,0.00016183400293812156,12,2,2,11,54,13,flat_draft
flat_draft-heldout-code-256,heldout,code,256,201,resident_seed_batch,h2,256,94,81,64,371,162,274.5982952061105,643.7828734911519,2369.47424017412,178.23376557295506,3466.089174444339,13.539410837673199,73.85845750521992,0.00015887501649558544,13,0,0,17,0,64,flat_draft
flat_draft-heldout-code-256,heldout,code,256,202,resident_seed_batch,ordinary,256,256,0,0,0,0,5257.8463551843415,0.0,0.0,0.0,5257.8463551843415,20.538462324938834,48.689136712330686,0.0001574999769218266,256,0,0,0,0,0,flat_draft
flat_draft-heldout-code-256,heldout,code,256,202,resident_seed_batch,default,256,128,49,32,235,128,1671.3661946206244,398.6253044037783,1433.3745547701546,85.56033841364743,3588.9263922082055,14.019243719563303,71.33052395719031,0.0002493339707143605,79,0,0,0,0,49,flat_draft
flat_draft-heldout-code-256,heldout,code,256,202,resident_seed_batch,existing_cost_gate,256,112,66,49,315,144,1011.9738529234064,533.3094626021251,1925.5329374221708,130.433902335387,3601.250155283089,14.067383419074567,71.08642525830761,0.00024562497856095433,46,0,0,0,0,66,flat_draft
flat_draft-heldout-code-256,heldout,code,256,202,resident_seed_batch,fixed_1,256,153,152,49,149,103,3134.337320520992,1214.6816485055583,2032.3495085319953,0.0,6381.3684775585425,24.927220615463057,40.11678700270627,0.00011366698890924454,1,152,0,0,0,0,flat_draft
flat_draft-heldout-code-256,heldout,code,256,202,resident_seed_batch,fixed_2,256,121,120,60,227,135,2509.7650124580114,968.8089908134467,1671.7558729367563,44.55725360833639,5194.887129816548,20.29252785084589,49.279222743967566,8.579198038205504e-05,1,1,119,0,0,0,flat_draft
flat_draft-heldout-code-256,heldout,code,256,202,resident_seed_batch,fixed_3,256,109,108,77,312,147,117.5339312071423,865.556269626427,2731.783514307736,205.84239230357966,3920.7161074448845,15.31529729470658,65.29419447480328,8.366699330508709e-05,1,1,1,106,0,0,flat_draft
flat_draft-heldout-code-256,heldout,code,256,202,resident_seed_batch,fixed_4,256,99,98,75,371,157,139.1398931061527,781.9370502396073,2627.41735273682,196.0012801525752,3744.4955762351547,14.626935844668573,68.36701894501668,8.212495595216751e-05,1,1,1,0,96,0,flat_draft
flat_draft-heldout-code-256,heldout,code,256,202,resident_seed_batch,fixed_5,256,89,88,70,407,167,160.0506295815722,703.3134744525048,2496.0678819553505,179.48354778768393,3538.915533777111,13.823888803816839,72.33854483290516,5.891697946935892e-05,1,1,1,0,1,85,flat_draft
flat_draft-heldout-code-256,heldout,code,256,202,resident_seed_batch,h1,256,99,87,55,315,157,406.6795199573343,705.4588944613338,2341.744833067375,149.03527431853914,3602.9185218045823,14.07390047579915,71.05350799656111,0.00016970804426819086,12,3,3,13,66,2,flat_draft
flat_draft-heldout-code-256,heldout,code,256,202,resident_seed_batch,h2,256,106,92,66,322,150,326.50639569373095,746.0865814080037,2494.4632604470316,182.7550661317154,3749.8113036804816,14.647700405001881,68.27010195119236,0.00019350001821294427,14,0,0,65,0,27,flat_draft
flat_draft-heldout-code-256,heldout,code,256,203,resident_seed_batch,ordinary,256,256,0,0,0,0,5265.533790234711,0.0,0.0,0.0,5265.533790234711,20.56849136810434,48.618052831560846,0.0001617079833522439,256,0,0,0,0,0,flat_draft
flat_draft-heldout-code-256,heldout,code,256,203,resident_seed_batch,default,256,130,48,33,240,126,1688.1515788108647,388.67114894415505,1460.8171822905153,93.76499934173029,3631.4049093872636,14.185175427293998,70.49613204471753,0.0002530839992687106,82,0,0,0,0,48,flat_draft
flat_draft-heldout-code-256,heldout,code,256,203,resident_seed_batch,existing_cost_gate,256,120,61,46,305,136,1220.6398046151057,493.09515556246316,1867.9160672174678,130.31340165813816,3711.964429053174,14.499861050988962,68.96617812291346,0.0002464580466039479,59,0,0,0,0,61,flat_draft
flat_draft-heldout-code-256,heldout,code,256,203,resident_seed_batch,fixed_1,256,155,154,53,153,101,3181.895827005124,1229.48840658164,2010.4451946640118,0.0,6421.829428250778,25.0852712041046,39.864029846979456,0.00010783300967887044,1,154,0,0,0,0,flat_draft
flat_draft-heldout-code-256,heldout,code,256,203,resident_seed_batch,fixed_2,256,117,116,52,231,139,2394.3857141561034,921.3278200827351,1651.4740066347545,30.523899755740224,4997.711440629335,19.52231031495834,51.22344557927564,8.166703628376126e-05,1,1,115,0,0,0,flat_draft
flat_draft-heldout-code-256,heldout,code,256,203,resident_seed_batch,fixed_3,256,99,98,62,288,157,87.21856244575474,782.3133362781278,2500.223499942664,165.15585619895634,3534.9112548655016,13.808247089318366,72.42048853352061,6.874999962747097e-05,1,1,1,96,0,0,flat_draft
flat_draft-heldout-code-256,heldout,code,256,203,resident_seed_batch,fixed_4,256,86,85,60,337,170,43.78469827855493,681.470365786783,2396.9262167090046,166.3914486117242,3288.5727293860655,12.845987224164318,77.84532107574582,5.845801206305623e-05,1,1,0,0,84,0,flat_draft
flat_draft-heldout-code-256,heldout,code,256,203,resident_seed_batch,fixed_5,256,82,81,65,405,174,20.902303712705717,649.2376517803302,2470.7759989790684,182.15125086840365,3323.067205340507,12.980731270861355,77.03726231855377,5.383300594985485e-05,1,0,0,0,0,81,flat_draft
flat_draft-heldout-code-256,heldout,code,256,203,resident_seed_batch,h1,256,92,82,61,353,164,285.5935491522338,655.0146951488061,2364.1235477269925,170.9400912134154,3475.671883241447,13.576843293911903,73.65482375777422,0.00015883398009464145,10,2,2,9,25,44,flat_draft
flat_draft-heldout-code-256,heldout,code,256,203,resident_seed_batch,h2,256,95,84,58,336,161,226.7848388153945,673.2780228673112,2384.13581108843,162.56822889107093,3446.766901662205,13.463933209617988,74.27250153659764,0.00016650004545226693,11,0,0,42,0,42,flat_draft
flat_draft-heldout-code-256,heldout,code,256,204,resident_seed_batch,ordinary,256,256,0,0,0,0,5211.03322190556,0.0,0.0,0.0,5211.03322190556,20.355598523068593,49.12653385586869,0.0001497080083936453,256,0,0,0,0,0,flat_draft
flat_draft-heldout-code-256,heldout,code,256,204,resident_seed_batch,default,256,128,57,47,280,128,1481.2684541274805,457.40582498571035,1684.2479972527358,129.23978746015024,3752.1620638260756,14.656883061820608,68.22733017532752,0.0002699579927138984,71,0,0,0,0,57,flat_draft
flat_draft-heldout-code-256,heldout,code,256,204,resident_seed_batch,existing_cost_gate,256,105,70,58,345,151,741.2133963335567,560.1050568306941,2084.4861171445773,159.78572047347433,3545.590290782301,13.849962073368363,72.20236378284869,0.0002335829776711762,35,0,0,0,0,70,flat_draft
flat_draft-heldout-code-256,heldout,code,256,204,resident_seed_batch,fixed_1,256,145,145,34,145,111,2934.8686699513687,1141.3433548376586,2166.884797772113,0.0,6243.096822561141,24.38709696312946,41.00529068760777,0.000101707992143929,0,145,0,0,0,0,flat_draft
flat_draft-heldout-code-256,heldout,code,256,204,resident_seed_batch,fixed_2,256,114,114,52,225,142,2338.6687131512977,906.7226066872596,1767.8226253711334,53.431921749816254,5066.64586695951,19.791585417810587,50.526523211227584,8.050003089010715e-05,0,1,113,0,0,0,flat_draft
flat_draft-heldout-code-256,heldout,code,256,204,resident_seed_batch,fixed_3,256,99,99,60,291,157,66.04552241536612,779.1500184167812,2518.6191085934443,163.30309448250992,3527.1177439081016,13.777803687141022,72.58050867231555,6.891699740663171e-05,0,1,1,97,0,0,flat_draft
flat_draft-heldout-code-256,heldout,code,256,204,resident_seed_batch,fixed_4,256,91,91,71,354,165,61.441278588865686,720.4452122967106,2513.698008101492,196.09919902784813,3491.683698014917,13.63938944537077,73.31706481475985,6.229197606444359e-05,0,1,1,1,88,0,flat_draft
flat_draft-heldout-code-256,heldout,code,256,204,resident_seed_batch,fixed_5,256,85,85,69,411,171,66.04552241536612,674.2902402520596,2510.4066477577558,188.16050122121396,3438.9029116463953,13.433214498618732,74.44234588101195,6.091699469834566e-05,0,1,1,1,0,82,flat_draft
flat_draft-heldout-code-256,heldout,code,256,204,resident_seed_batch,h1,256,98,89,54,292,158,283.8411454420782,715.9826102499508,2378.894566740278,152.67822384238346,3531.39654627469,13.794517758885508,72.49256679204075,0.00019408302614465356,9,3,2,66,3,15,flat_draft
flat_draft-heldout-code-256,heldout,code,256,204,resident_seed_batch,h2,256,100,89,53,291,156,222.11079489918743,711.4937711750911,2374.6521022847983,149.61418038564298,3457.8708487447193,13.50730800290906,74.03399698775142,0.0001883750082924962,11,0,0,77,0,12,flat_draft
flat_draft-heldout-code-256,heldout,code,256,205,resident_seed_batch,ordinary,256,256,0,0,0,0,5273.3177899965185,0.0,0.0,0.0,5273.3177899965185,20.5988976171739,48.54628721326674,0.00015958398580551147,256,0,0,0,0,0,flat_draft
flat_draft-heldout-code-256,heldout,code,256,205,resident_seed_batch,default,256,117,56,39,280,139,1266.9302589721162,454.74012265577846,1712.202566913327,110.85467607736416,3544.727624618587,13.846592283666356,72.21993538291835,0.0002532500075176358,61,0,0,0,0,56,flat_draft
flat_draft-heldout-code-256,heldout,code,256,205,resident_seed_batch,existing_cost_gate,256,119,56,39,280,137,1310.935786013895,453.59040947936546,1707.8248763086497,110.4522764656196,3582.80334826753,13.99532557917004,71.45242848000272,0.0002465419820509851,63,0,0,0,0,56,flat_draft
flat_draft-heldout-code-256,heldout,code,256,205,resident_seed_batch,fixed_1,256,151,150,45,149,105,3096.0971082134856,1198.5706048643503,2089.254595562975,0.0,6383.922308640809,24.93719651812816,40.10073864049021,0.00011566700413823128,1,150,0,0,0,0,flat_draft
flat_draft-heldout-code-256,heldout,code,256,205,resident_seed_batch,fixed_2,256,119,118,61,234,137,2455.7649293780646,951.53960995703,1779.9619204970122,65.66460026008241,5252.931060092187,20.519261953485106,48.73469631933591,9.029201464727521e-05,1,0,118,0,0,0,flat_draft
flat_draft-heldout-code-256,heldout,code,256,205,resident_seed_batch,fixed_3,256,101,100,64,297,155,38.38526453772691,802.4413592315948,2614.660183063771,177.28291153167677,3632.769718364768,14.190506712362374,70.46964708658555,6.887497147545218e-05,1,0,0,100,0,0,flat_draft
flat_draft-heldout-code-256,heldout,code,256,205,resident_seed_batch,fixed_4,256,96,95,69,375,160,38.38526453772691,770.2146313024577,2710.8225812074966,193.7441329038355,3713.166609951517,14.504557070123113,68.94384952021925,7.049995474517345e-05,1,0,0,1,94,0,flat_draft
flat_draft-heldout-code-256,heldout,code,256,205,resident_seed_batch,fixed_5,256,85,84,64,412,171,38.38526453772691,673.2736581624557,2543.407548475382,177.53246738295263,3432.598938558515,13.408589603744199,74.57905936063261,5.566701292991638e-05,1,0,0,1,1,82,flat_draft
flat_draft-heldout-code-256,heldout,code,256,205,resident_seed_batch,h1,256,104,94,60,304,152,328.96507253151395,758.1179855204327,2484.765379277528,163.97977247620346,3735.8282098056775,14.593078944553428,68.52563491224241,0.00018437503604218364,10,3,2,68,7,14,flat_draft
flat_draft-heldout-code-256,heldout,code,256,205,resident_seed_batch,h2,256,104,93,69,364,152,246.60386994421455,746.4347175166201,2607.3466549680497,191.58228301901357,3791.967525447898,14.812373146280851,67.51112668607622,0.00018729199655354023,11,0,0,48,0,45,flat_draft
flat_draft-heldout-code-256,heldout,code,256,206,resident_seed_batch,ordinary,256,256,0,0,0,0,5197.209907816652,0.0,0.0,0.0,5197.209907816652,20.301601202408797,49.2571984854746,0.00015899998834356666,256,0,0,0,0,0,flat_draft
flat_draft-heldout-code-256,heldout,code,256,206,resident_seed_batch,default,256,132,52,38,260,124,1620.0604571545264,413.8214622718304,1566.9748167508772,106.16449854488849,3707.0212347221227,14.480551698133292,69.05814231711292,0.00026283401530236006,80,0,0,0,0,52,flat_draft
flat_draft-heldout-code-256,heldout,code,256,206,resident_seed_batch,existing_cost_gate,256,122,64,51,320,134,1165.0978796382963,511.25885663641156,1942.5652836260638,143.19114730021568,3762.1131672009874,14.695754559378857,68.04686319164185,0.00025345798349007964,58,0,0,0,0,64,flat_draft
flat_draft-heldout-code-256,heldout,code,256,206,resident_seed_batch,fixed_1,256,147,147,38,145,109,2980.0742864477056,1160.6234775016708,2139.7390203564623,0.0,6280.436784305837,24.532956188694676,40.76149618123974,0.00014291598927229643,0,147,0,0,0,0,flat_draft
flat_draft-heldout-code-256,heldout,code,256,206,resident_seed_batch,fixed_2,256,116,116,59,229,140,2369.6984792265357,923.508854392056,1831.4995210922639,75.33710473225958,5200.043959443117,20.312671716574677,49.23035305021066,9.21249738894403e-05,0,1,115,0,0,0,flat_draft
flat_draft-heldout-code-256,heldout,code,256,206,resident_seed_batch,fixed_3,256,100,99,65,297,156,19.42945818500508,790.8684869066622,2585.669099359091,182.5376039747121,3578.5046484254713,13.978533782911997,71.5382611316822,7.320899749174714e-05,1,0,0,99,0,0,flat_draft
flat_draft-heldout-code-256,heldout,code,256,206,resident_seed_batch,fixed_4,256,89,88,64,352,167,19.42945818500508,704.6378343703819,2490.9412248347385,180.1959637252656,3395.2044811153887,13.262517504356987,75.40046598780971,6.612500874325633e-05,1,0,0,0,88,0,flat_draft
flat_draft-heldout-code-256,heldout,code,256,206,resident_seed_batch,fixed_5,256,84,83,65,414,172,19.42945818500508,659.4286529576796,2503.8900539668393,181.66163530892376,3364.4098004184475,13.14222578288456,76.09061178223891,5.662499461323023e-05,1,0,0,0,1,82,flat_draft
flat_draft-heldout-code-256,heldout,code,256,206,resident_seed_batch,h1,256,107,95,60,283,149,333.9668123536175,761.118810500146,2448.8264595830133,165.4686242510657,3709.380706687843,14.489768385499387,69.01421564479584,0.00018516700947657228,12,3,2,86,2,2,flat_draft
flat_draft-heldout-code-256,heldout,code,256,206,resident_seed_batch,h2,256,107,93,61,287,149,280.8098886404074,743.2810215152439,2440.616025278063,170.55963679956204,3635.266572233278,14.200260047786243,70.42124557119611,0.0001822920166887343,14,0,0,89,0,4,flat_draft
flat_draft-heldout-code-256,heldout,code,256,207,resident_seed_batch,ordinary,256,256,0,0,0,0,5240.089774884091,0.0,0.0,0.0,5240.089774884091,20.46910068314098,48.854124833321706,0.00015337503282353282,256,0,0,0,0,0,flat_draft
flat_draft-heldout-code-256,heldout,code,256,207,resident_seed_batch,default,256,146,52,40,245,110,1999.5080210846274,416.66011230307737,1481.1618796625694,104.0432029414714,4001.373215991744,15.63036412496775,63.97803608443212,0.00028954196022823453,94,0,0,0,0,52,flat_draft
flat_draft-heldout-code-256,heldout,code,256,207,resident_seed_batch,existing_cost_gate,256,119,68,53,325,137,1128.1588469716353,544.9930707052366,1970.7997156180818,140.93346977622883,3784.885103071182,14.784707433871805,67.63745609933392,0.00025295797968283296,51,0,0,0,0,68,flat_draft
flat_draft-heldout-code-256,heldout,code,256,207,resident_seed_batch,fixed_1,256,153,152,49,146,103,3139.1569009500713,1216.2537052075663,2042.233454606664,0.0,6397.644060764302,24.990797112360553,40.01473004258018,0.00011504202848300338,1,152,0,0,0,0,flat_draft
flat_draft-heldout-code-256,heldout,code,256,207,resident_seed_batch,fixed_2,256,113,112,53,223,143,2308.6631814625166,890.0910861856212,1838.3679477263076,70.631510344055,5107.753725718502,19.9521629910879,50.11987925553101,8.404097752645612e-05,1,1,111,0,0,0,flat_draft
flat_draft-heldout-code-256,heldout,code,256,207,resident_seed_batch,fixed_3,256,104,103,68,301,152,88.49375262739134,823.4085601256431,2629.7051420553707,183.09369726033216,3724.701152068736,14.5496138752685,68.73034628773239,7.745798211544752e-05,1,1,0,102,0,0,flat_draft
flat_draft-heldout-code-256,heldout,code,256,207,resident_seed_batch,fixed_4,256,91,90,65,340,165,129.40567041192185,716.3298037459158,2402.5064732406577,168.76473202385893,3417.0066794223535,13.347682341493568,74.91937359726698,6.562500493600965e-05,1,1,0,1,88,0,flat_draft
flat_draft-heldout-code-256,heldout,code,256,207,resident_seed_batch,fixed_5,256,88,87,72,417,168,103.67037142466748,705.8309786318433,2587.991888507298,196.2993597815416,3593.7925983453506,14.038252337286526,71.23393824058383,6.045796908438206e-05,1,0,1,0,0,86,flat_draft
flat_draft-heldout-code-256,heldout,code,256,207,resident_seed_batch,h1,256,110,98,64,289,146,414.94782689018587,789.9601636880029,2509.9351737682273,173.34820024952194,3888.1913645959357,15.188247517952874,65.84038078244221,0.00019387505017220974,12,3,3,86,2,4,flat_draft
flat_draft-heldout-code-256,heldout,code,256,207,resident_seed_batch,h2,256,96,82,67,378,160,332.1414670028079,667.3421434214935,2418.420482440165,184.81423793485365,3602.7183307993196,14.073118479684842,71.05745620230111,0.00016541598597541451,14,0,0,11,0,71,flat_draft
flat_draft-heldout-code-256,heldout,code,256,208,resident_seed_batch,ordinary,256,256,0,0,0,0,5205.820840849211,0.0,0.0,0.0,5205.820840849211,20.33523765956723,49.17572229747335,0.00017337501049041748,256,0,0,0,0,0,flat_draft
flat_draft-heldout-code-256,heldout,code,256,208,resident_seed_batch,default,256,129,52,40,250,127,1611.6041374334525,420.18750336292146,1519.2464155528594,108.81088414376036,3659.848940492993,14.296284923800753,69.94824217130558,0.0002597080310806632,77,0,0,0,0,52,flat_draft
flat_draft-heldout-code-256,heldout,code,256,208,resident_seed_batch,existing_cost_gate,256,108,66,54,320,148,905.933706321167,522.4383452701996,1920.1333427863565,144.59867881130774,3493.1040731890294,13.644937785894646,73.2872524368519,0.0002311660209670663,42,0,0,0,0,66,flat_draft
flat_draft-heldout-code-256,heldout,code,256,208,resident_seed_batch,fixed_1,256,149,149,42,144,107,3024.513656413973,1178.4244578037449,2109.7214354917433,0.0,6312.659549709462,24.658826366052587,40.55343044941847,0.00011858396464958787,0,149,0,0,0,0,flat_draft
flat_draft-heldout-code-256,heldout,code,256,208,resident_seed_batch,fixed_2,256,119,119,61,227,137,2434.54654491366,949.9907916742121,1747.909559304594,62.60838231407335,5195.055278206539,20.293184680494292,49.277627723025404,9.279197547584772e-05,0,1,118,0,0,0,flat_draft
flat_draft-heldout-code-256,heldout,code,256,208,resident_seed_batch,fixed_3,256,96,96,57,280,160,63.40115342978969,760.5070540479282,2450.9068666645094,152.86934633835773,3427.6844204805843,13.389392267502283,74.68598873058072,7.48750171624124e-05,0,1,0,95,0,0,flat_draft
flat_draft-heldout-code-256,heldout,code,256,208,resident_seed_batch,fixed_4,256,96,96,75,360,160,125.81042851698217,760.5770881674932,2555.9371497413485,194.76704611523283,3637.0917125410574,14.207389502113505,70.38590726686553,7.316702976822853e-05,0,1,0,1,94,0,flat_draft
flat_draft-heldout-code-256,heldout,code,256,208,resident_seed_batch,fixed_5,256,86,86,72,409,170,81.4706871345146,681.0791595664182,2510.2387946738145,193.1307947076954,3465.9194360824426,13.538747797197042,73.86207461572128,5.870801396667957e-05,0,1,0,1,0,84,flat_draft
flat_draft-heldout-code-256,heldout,code,256,208,resident_seed_batch,h1,256,104,93,72,352,152,411.87426269937134,737.9171461571965,2395.66991775473,177.12118553215728,3722.582512143455,14.541337938060371,68.76946291046636,0.00023924995912238955,11,2,2,16,47,26,flat_draft
flat_draft-heldout-code-256,heldout,code,256,208,resident_seed_batch,h2,256,98,85,70,381,158,351.16235686184257,677.9992142611442,2405.874772094881,184.20233430772436,3619.2386775255923,14.137651084084345,70.73310792948935,0.0002970410278066993,13,0,0,13,0,72,flat_draft
flat_draft-heldout-code-256,heldout,code,256,209,resident_seed_batch,ordinary,256,256,0,0,0,0,5203.83702399904,0.0,0.0,0.0,5203.83702399904,20.32748837499625,49.194469161770435,0.00018158304737880826,256,0,0,0,0,0,flat_draft
flat_draft-heldout-code-256,heldout,code,256,209,resident_seed_batch,default,256,133,57,45,280,123,1581.8771077558065,446.56697940972134,1652.7874068153503,120.70113133607575,3801.9326253169556,14.851299317644358,67.33417585974661,0.0005955829983577132,76,0,0,0,0,57,flat_draft
flat_draft-heldout-code-256,heldout,code,256,209,resident_seed_batch,existing_cost_gate,256,128,72,62,355,128,1163.4064000529754,571.5616537711434,2138.9093431043502,169.876978931274,4043.7543758597417,15.795915530702116,63.30750490886873,0.0003010840155184269,56,0,0,0,0,72,flat_draft
flat_draft-heldout-code-256,heldout,code,256,209,resident_seed_batch,fixed_1,256,150,150,44,148,106,3067.2154213575136,1194.9726080440255,2111.8061342187475,0.0,6373.994163620283,24.89841470164173,40.16319962467582,0.00033775001065805554,0,150,0,0,0,0,flat_draft
flat_draft-heldout-code-256,heldout,code,256,209,resident_seed_batch,fixed_2,256,118,117,64,228,138,2396.236684690855,929.5317859018688,1857.600215523592,89.43194029926529,5272.800626415579,20.596877446935856,48.55104870028575,0.00026841601356863976,1,0,117,0,0,0,flat_draft
flat_draft-heldout-code-256,heldout,code,256,209,resident_seed_batch,fixed_3,256,101,101,64,294,155,86.99801600496468,802.1125925600968,2560.2759997048797,170.1851196128975,3619.5717278828383,14.138952062042337,70.72659951119124,0.00010199996177107096,0,1,1,99,0,0,flat_draft
flat_draft-heldout-code-256,heldout,code,256,209,resident_seed_batch,fixed_4,256,93,93,68,365,163,44.43803502300034,735.1897564819867,2576.069830223775,185.81374812459637,3541.5113698533582,13.83402878848968,72.28552255377909,8.104101289063692e-05,0,1,0,0,92,0,flat_draft
flat_draft-heldout-code-256,heldout,code,256,209,resident_seed_batch,fixed_5,256,92,91,77,445,164,61.493240388800714,719.4707202982856,2674.8166811305714,207.91208025841672,3663.6927220760754,14.31129969560967,69.87485562242637,7.329200161620975e-05,1,0,0,0,0,91,flat_draft
flat_draft-heldout-code-256,heldout,code,256,209,resident_seed_batch,h1,256,104,92,68,339,152,353.9402162330643,732.6096119891992,2457.1135505024404,180.77109745622147,3724.4344761809252,14.54857217258174,68.73526749824987,0.0005297909956425428,12,3,2,18,67,2,flat_draft
flat_draft-heldout-code-256,heldout,code,256,209,resident_seed_batch,h2,256,103,86,71,416,153,353.4720588415311,678.9687429666146,2550.8976209107104,196.90081391036006,3780.239236629216,14.766559518082875,67.72058168156347,0.00037716602673754096,17,0,0,7,0,79,flat_draft
flat_draft-heldout-code-256,heldout,code,256,210,resident_seed_batch,ordinary,256,256,0,0,0,0,5222.380957141871,0.0,0.0,0.0,5222.380957141871,20.399925613835432,49.01978658793687,0.00020058295922353864,256,0,0,0,0,0,flat_draft
