case,split,domain,initial_context,seed,mode,policy,committed,cycles,draft_cycles,rejections,proposed,accepted,target_ms,draft_ms,verify_ms,recovery_ms,total_ms,ms_per_token,simulated_tps,host_simulator_seconds,depth_0_cycles,depth_1_cycles,depth_2_cycles,depth_3_cycles,depth_4_cycles,depth_5_cycles,stress
noisy-heldout-code-256,heldout,code,256,201,resident_seed_batch,existing_cost_gate,256,117,70,57,340,139,930.4675098794015,547.7309027461091,2028.0193781899688,151.1041595137991,3657.321950329278,14.286413868473742,69.99657221234014,0.00015408301260322332,47,0,0,0,0,70,noisy
noisy-heldout-code-256,heldout,code,256,201,resident_seed_batch,fixed_1,256,145,144,33,142,111,2900.9825300211696,566.9013342800033,2123.4907946406615,0.0,5591.3746589418315,21.84130726149153,45.784805278716206,7.737497799098492e-05,1,144,0,0,0,0,noisy
noisy-heldout-code-256,heldout,code,256,201,resident_seed_batch,fixed_2,256,115,114,54,221,141,2298.286060551608,559.2705783328292,1685.2984837915544,51.911825233353596,4594.766947909343,17.94830839027087,55.71555704614836,5.5540993344038725e-05,1,1,113,0,0,0,noisy
noisy-heldout-code-256,heldout,code,256,201,resident_seed_batch,fixed_3,256,100,100,67,291,156,42.72810209270431,590.408710559106,2520.461795743713,181.66919114935027,3335.267799544875,13.028389841972167,76.75545574929046,4.787504440173507e-05,0,0,0,100,0,0,noisy
noisy-heldout-code-256,heldout,code,256,201,resident_seed_batch,fixed_4,256,90,89,64,343,166,85.16585012572382,621.9874564199259,2438.249402665743,168.7746708287289,3314.1773800401215,12.946005390781725,77.24390418623304,4.0832965169101954e-05,1,1,1,0,87,0,noisy
noisy-heldout-code-256,heldout,code,256,201,resident_seed_batch,fixed_5,256,86,85,69,408,170,97.22951020898525,653.3070384239602,2390.1559873026627,174.22163391524256,3314.91416985085,12.948883475979883,77.22673556025083,3.408401971682906e-05,1,1,1,0,0,83,noisy
noisy-heldout-code-256,heldout,code,256,201,resident_seed_batch,h1,256,108,97,64,284,148,324.2320830830387,566.5160393810601,2390.285393390744,166.81465636780393,3447.8481722226475,13.468156922744717,74.24920913352463,0.00011241703759878874,11,3,2,88,2,2,noisy
noisy-heldout-code-256,heldout,code,256,201,resident_seed_batch,h2,256,110,96,65,290,146,302.30146255845625,581.5595290021744,2470.912158585785,179.11762258671433,3533.8907727331302,13.80426083098879,72.44140140811659,0.0001124159898608923,14,0,0,92,0,4,noisy
noisy-heldout-code-256,heldout,code,256,202,resident_seed_batch,ordinary,256,256,0,0,0,0,5342.571962024414,0.0,0.0,0.0,5342.571962024414,20.869421726657865,47.91699612465233,0.00011470797471702099,256,0,0,0,0,0,noisy
noisy-heldout-code-256,heldout,code,256,202,resident_seed_batch,default,256,102,62,46,310,154,777.2340227311832,509.34073636505747,1923.4791961571013,135.94425367687936,3345.998208930221,13.070305503633676,76.5093057482084,0.00013262499123811722,40,0,0,0,0,62,noisy
noisy-heldout-code-256,heldout,code,256,202,resident_seed_batch,existing_cost_gate,256,105,60,44,300,151,863.2447880296362,496.11423247383436,1871.5404210268714,131.31497731495128,3362.214418845293,13.133650073614426,76.14029568284337,0.00012937496649101377,45,0,0,0,0,60,noisy
noisy-heldout-code-256,heldout,code,256,202,resident_seed_batch,fixed_1,256,145,144,33,141,111,3002.178677832988,584.4945654571038,2293.7468857583344,0.0,5880.420129048425,22.97039112909541,43.53430441736587,7.104204269126058e-05,1,144,0,0,0,0,noisy
noisy-heldout-code-256,heldout,code,256,202,resident_seed_batch,fixed_2,256,112,112,50,216,144,2347.348775462597,575.6684769212435,1939.78629290012,57.598909207674524,4920.4024544916365,19.220322087857955,52.028264429123666,5.1958952099084854e-05,0,0,112,0,0,0,noisy
noisy-heldout-code-256,heldout,code,256,202,resident_seed_batch,fixed_3,256,98,98,61,287,158,67.34197096821478,607.8535415852383,2588.9754917142313,169.83756976817153,3434.0085740358563,13.414095992327564,74.54844520062836,4.2832980398088694e-05,0,0,1,97,0,0,noisy
noisy-heldout-code-256,heldout,code,256,202,resident_seed_batch,fixed_4,256,88,88,61,338,168,88.1420481281992,601.9027350524309,2339.7584802830684,159.88435665906627,3189.687620122765,12.459717266104551,80.25864300471751,3.820896381512284e-05,0,0,1,0,87,0,noisy
noisy-heldout-code-256,heldout,code,256,202,resident_seed_batch,fixed_5,256,83,83,64,402,173,67.34197096821478,656.759156769439,2430.7384755248427,173.71812325699995,3328.557726519496,13.002178619216782,76.91018784513803,3.383302828297019e-05,0,0,1,0,0,82,noisy
noisy-heldout-code-256,heldout,code,256,202,resident_seed_batch,h1,256,104,93,53,267,152,440.95147780461417,571.6727475315222,2390.5679837479142,143.48667660658532,3546.6788856906337,13.854214397229038,72.18020245160986,0.00010966695845127106,11,3,6,80,2,2,noisy
noisy-heldout-code-256,heldout,code,256,202,resident_seed_batch,h2,256,94,82,57,331,162,260.06344081341916,570.4515865134841,2249.7555692879614,155.99610096684125,3236.266697581705,12.641666787428536,79.10349298198928,9.700004011392593e-05,12,0,0,37,0,45,noisy
noisy-heldout-code-256,heldout,code,256,203,resident_seed_batch,ordinary,256,256,0,0,0,0,5062.280306318006,0.0,0.0,0.0,5062.280306318006,19.774532446554712,50.57009578874916,0.00015229196287691593,256,0,0,0,0,0,noisy
noisy-heldout-code-256,heldout,code,256,203,resident_seed_batch,default,256,151,48,35,240,105,2020.9118919950272,395.56593656293524,1484.8483656779017,96.74437672312786,3998.0705709589906,15.617463167808557,64.03088576262799,0.0001931249862536788,103,0,0,0,0,48,noisy
noisy-heldout-code-256,heldout,code,256,203,resident_seed_batch,existing_cost_gate,256,146,54,40,270,110,1768.8520016681098,440.70353431085124,1662.8861807105204,109.0594681535196,3981.5011848430004,15.55273900329297,64.29735622698168,0.00017583300359547138,92,0,0,0,0,54,noisy
noisy-heldout-code-256,heldout,code,256,203,resident_seed_batch,fixed_1,256,152,151,47,148,104,2987.2966149141353,581.5118133688231,1970.5360978400329,0.0,5539.34452612299,21.63806455516793,46.21485426528894,9.579199831932783e-05,1,151,0,0,0,0,noisy
noisy-heldout-code-256,heldout,code,256,203,resident_seed_batch,fixed_2,256,128,127,74,245,128,2602.0990827012324,630.9930496027363,1627.654459061919,52.10235027687071,4912.848941642757,19.19081617829202,52.10825796618098,6.891699740663171e-05,1,1,126,0,0,0,noisy
noisy-heldout-code-256,heldout,code,256,203,resident_seed_batch,fixed_3,256,108,107,71,310,148,102.00631773334197,626.0582883545131,2641.07010769928,178.3039347930183,3547.4386485801556,13.857182221016233,72.16474345580654,5.6500022765249014e-05,1,1,0,106,0,0,noisy
noisy-heldout-code-256,heldout,code,256,203,resident_seed_batch,fixed_4,256,96,95,73,364,160,102.00631773334197,664.1001323112514,2591.409878587088,185.6993727086961,3543.215701340379,13.840686333360855,72.2507523047938,4.858395550400019e-05,1,1,0,1,93,0,noisy
noisy-heldout-code-256,heldout,code,256,203,resident_seed_batch,fixed_5,256,94,93,75,454,162,57.355581146759526,739.5613898616724,2774.5641948552798,200.60399422316505,3772.0851600868773,14.734707656589364,67.86697254579053,4.175002686679363e-05,1,1,0,1,0,91,noisy
noisy-heldout-code-256,heldout,code,256,203,resident_seed_batch,h1,256,110,99,74,356,146,453.74282920992994,662.4060311422085,2581.3245979844964,185.29462176853465,3882.7680801051692,15.167062812910817,65.93234381206356,0.00011924997670575976,11,3,6,15,67,8,noisy
noisy-heldout-code-256,heldout,code,256,203,resident_seed_batch,h2,256,117,92,65,349,139,491.7106967693645,627.4602906770593,2549.026903258363,176.58555738232235,3844.7834480871093,15.01868534409027,66.58372401373279,0.00012320798123255372,25,0,0,54,0,38,noisy
noisy-heldout-code-256,heldout,code,256,204,resident_seed_batch,ordinary,256,256,0,0,0,0,5367.1016851731965,0.0,0.0,0.0,5367.1016851731965,20.9652409577078,47.69799698545098,0.00011295796139165759,256,0,0,0,0,0,noisy
noisy-heldout-code-256,heldout,code,256,204,resident_seed_batch,default,256,131,52,40,260,125,1580.069374227296,465.18713642025483,1743.5312054352914,127.08099598091216,3915.868712063754,15.29636215649904,65.37502118274084,0.00016133300960063934,79,0,0,0,0,52,noisy
noisy-heldout-code-256,heldout,code,256,204,resident_seed_batch,existing_cost_gate,256,120,64,51,320,136,1086.9626471178601,563.7778398623623,2128.142267686787,160.15366637600965,3939.036421043018,15.386861019699289,64.99051357646846,0.00015158398309722543,56,0,0,0,0,64,noisy
noisy-heldout-code-256,heldout,code,256,204,resident_seed_batch,fixed_1,256,154,153,51,151,102,3190.970173917582,618.5668342093289,2029.8798525040595,0.0,5839.416860630974,22.810222111839742,43.839993977127726,8.437503129243851e-05,1,153,0,0,0,0,noisy
noisy-heldout-code-256,heldout,code,256,204,resident_seed_batch,fixed_2,256,117,116,56,230,139,2373.60929019843,572.8110724786018,1717.0619587980186,60.51261126625798,4723.994932741307,18.45310520602073,54.191421380599294,0.00015924999024719,1,0,116,0,0,0,noisy
noisy-heldout-code-256,heldout,code,256,204,resident_seed_batch,fixed_3,256,100,99,62,294,156,57.21027046365127,591.8220524378125,2558.2830922765897,171.25907393923526,3378.574489117289,13.19755659811441,75.77160155106849,8.695799624547362e-05,1,0,0,99,0,0,noisy
noisy-heldout-code-256,heldout,code,256,204,resident_seed_batch,fixed_4,256,98,97,73,387,158,36.94565423542063,682.3209206030865,2761.9298430536637,205.2991547683102,3686.4955726604812,14.400373330705005,69.44264409227247,6.079202285036445e-05,1,0,0,1,96,0,noisy
noisy-heldout-code-256,heldout,code,256,204,resident_seed_batch,fixed_5,256,93,92,77,457,163,36.94565423542063,764.5574121841531,2908.9866913428586,225.36554920075915,3935.8553069631907,15.374434792824964,65.04304148251916,5.15839783474803e-05,1,0,0,1,1,90,noisy
noisy-heldout-code-256,heldout,code,256,204,resident_seed_batch,h1,256,108,95,67,331,148,501.6215492500607,633.8402070539922,2524.655263904169,179.95581846104906,3840.07283866927,15.000284526051836,66.66540213042252,0.00012395897647365928,13,3,9,22,57,4,noisy
noisy-heldout-code-256,heldout,code,256,204,resident_seed_batch,h2,256,104,90,73,375,152,320.07055376985994,677.8869667037303,2661.3763327082033,214.61070985058893,3873.9445630323826,15.132595949345244,66.082515078536,0.00011379201896488667,14,0,0,36,0,54,noisy
noisy-heldout-code-256,heldout,code,256,205,resident_seed_batch,ordinary,256,256,0,0,0,0,5318.658722242019,0.0,0.0,0.0,5318.658722242019,20.77601063375789,48.13243589580911,0.00011858303332701325,256,0,0,0,0,0,noisy
noisy-heldout-code-256,heldout,code,256,205,resident_seed_batch,default,256,127,56,39,275,129,1461.2776939235948,438.51328679484516,1613.374303631768,101.12022540324419,3614.2855097534507,14.118302772474417,70.83004353396063,0.00015729200094938278,71,0,0,0,0,56,noisy
noisy-heldout-code-256,heldout,code,256,205,resident_seed_batch,existing_cost_gate,256,108,72,56,355,148,785.641870497216,559.8118254456032,2085.742976575278,146.7990770745252,3577.995749592621,13.976545896846176,71.54843602850767,0.0001413749996572733,36,0,0,0,0,72,noisy
noisy-heldout-code-256,heldout,code,256,205,resident_seed_batch,fixed_1,256,155,154,53,149,101,3321.029254330308,647.021156567253,2110.7821166892645,0.0,6078.832527586829,23.74543956088605,42.11334969967115,6.78329961374402e-05,1,154,0,0,0,0,noisy
noisy-heldout-code-256,heldout,code,256,205,resident_seed_batch,fixed_2,256,121,121,66,240,135,2584.379422543699,633.3181656399764,1834.114755165966,74.698043680248,5126.51038702989,20.025431199335507,49.93650274223221,5.1292008720338345e-05,0,0,121,0,0,0,noisy
noisy-heldout-code-256,heldout,code,256,205,resident_seed_batch,fixed_3,256,102,102,62,299,154,64.55799920867986,633.193240648961,2711.5350641557643,173.46144283361545,3582.747746847021,13.995108386121176,71.45353736536197,4.274997627362609e-05,0,0,1,101,0,0,noisy
noisy-heldout-code-256,heldout,code,256,205,resident_seed_batch,fixed_4,256,93,93,66,357,163,72.34140296067265,647.8232212749725,2551.6362604448036,176.41430953029402,3448.215194210743,13.469590602385715,74.24130617770086,3.9624981582164764e-05,0,0,1,1,91,0,noisy
noisy-heldout-code-256,heldout,code,256,205,resident_seed_batch,fixed_5,256,89,89,70,432,167,63.628563337779674,707.579692817623,2631.059576896002,188.8795833945162,3591.14741644592,14.027919595491875,71.28640802313751,3.545900108292699e-05,0,0,1,0,0,88,noisy
noisy-heldout-code-256,heldout,code,256,205,resident_seed_batch,h1,256,105,93,59,314,151,348.2307950722339,625.6035175631334,2577.5784986769754,161.32242076812645,3712.7352320804694,14.502872000314333,68.95186001630064,0.000108207983430475,12,3,2,63,4,21,noisy
noisy-heldout-code-256,heldout,code,256,205,resident_seed_batch,h2,256,98,84,64,394,158,324.80205300060817,652.349558818213,2439.9330833135646,168.89180546361428,3585.976500596,14.007720705453124,71.38920178574847,0.00010216701775789261,14,0,0,8,0,76,noisy
noisy-heldout-code-256,heldout,code,256,206,resident_seed_batch,ordinary,256,256,0,0,0,0,5142.133533355034,0.0,0.0,0.0,5142.133533355034,20.086459114668102,49.78478258867197,0.00015354098286479712,256,0,0,0,0,0,noisy
noisy-heldout-code-256,heldout,code,256,206,resident_seed_batch,default,256,110,56,38,280,146,1086.352859257217,461.4262163357348,1742.9581992958463,113.20719777711328,3403.9444726659117,13.296658096351218,75.20686722586433,0.00014412496238946915,54,0,0,0,0,56,noisy
noisy-heldout-code-256,heldout,code,256,206,resident_seed_batch,existing_cost_gate,256,104,59,41,295,152,926.7691907886408,483.3427088717243,1828.9892776676163,120.87797016470961,3359.979147492691,13.124918544893324,76.19094903938147,0.00012875004904344678,45,0,0,0,0,59,noisy
noisy-heldout-code-256,heldout,code,256,206,resident_seed_batch,fixed_1,256,147,146,37,145,109,2976.8154052353757,577.9674601171612,2092.6037501560863,0.0,5647.3866155086225,22.060103966830557,45.330702044903965,8.570897625759244e-05,1,146,0,0,0,0,noisy
noisy-heldout-code-256,heldout,code,256,206,resident_seed_batch,fixed_2,256,115,115,57,229,141,2404.381707931744,587.588735155679,1894.3559760492833,74.69445373870664,4961.020872875411,19.378987784669576,51.60228238500077,5.7124998420476913e-05,0,1,114,0,0,0,noisy
noisy-heldout-code-256,heldout,code,256,206,resident_seed_batch,fixed_3,256,97,96,58,287,159,51.24229005774943,587.914901542728,2570.487078489402,168.6585362855271,3378.3028063754055,13.196495337403928,75.77769509497091,4.654098302125931e-05,1,0,1,95,0,0,noisy
noisy-heldout-code-256,heldout,code,256,206,resident_seed_batch,fixed_4,256,92,91,68,358,164,69.55963329510048,662.8110942683862,2662.543069784369,196.80230864242338,3591.7161059902783,14.030141039024524,71.27512098549275,4.295795224606991e-05,1,0,1,0,90,0,noisy
noisy-heldout-code-256,heldout,code,256,206,resident_seed_batch,fixed_5,256,85,84,66,417,171,51.24229005774943,681.7114760369898,2603.268334145165,189.93810690293878,3526.160207142844,13.774063309151733,72.60021807331044,3.454199759289622e-05,1,0,1,0,0,83,noisy
noisy-heldout-code-256,heldout,code,256,206,resident_seed_batch,h1,256,108,80,54,296,148,609.2419837981461,564.5386100173419,2267.332188940549,155.31992273009243,3596.4327054861296,14.048565255805194,71.18164608209915,0.00011229200754314661,28,3,2,9,64,2,noisy
noisy-heldout-code-256,heldout,code,256,206,resident_seed_batch,h2,256,102,88,55,291,154,319.86961148981743,582.6587717211481,2416.6570806335353,156.88883043232897,3476.0742942768316,13.578415212018873,73.64629703729007,0.0001051250146701932,14,0,0,73,0,15,noisy
noisy-heldout-code-256,heldout,code,256,207,resident_seed_batch,ordinary,256,256,0,0,0,0,5168.678961227263,0.0,0.0,0.0,5168.678961227263,20.190152192293997,49.5290966841583,0.00012270803563296795,256,0,0,0,0,0,noisy
noisy-heldout-code-256,heldout,code,256,207,resident_seed_batch,default,256,173,44,36,215,83,2565.559062458477,354.61179968591614,1302.9812804565686,99.60340996504593,4322.755552566012,16.885763877210984,59.22148427940529,0.00020400003995746374,129,0,0,0,0,44,noisy
noisy-heldout-code-256,heldout,code,256,207,resident_seed_batch,existing_cost_gate,256,145,64,54,315,111,1653.278131155652,492.3623640907215,1848.8100862750493,144.35557062379496,4138.806152145221,16.16721153181727,61.85358545176376,0.00018466601613909006,81,0,0,0,0,64,noisy
noisy-heldout-code-256,heldout,code,256,207,resident_seed_batch,fixed_1,256,152,152,48,148,104,3001.8032873394504,589.3074937606697,1985.534863671661,0.0,5576.64564477178,21.783772049889766,45.90573192327636,8.379202336072922e-05,0,152,0,0,0,0,noisy
noisy-heldout-code-256,heldout,code,256,207,resident_seed_batch,fixed_2,256,124,124,68,243,132,2418.6834880239307,591.448811123721,1598.4922990896775,58.1924415936216,4666.81703983095,18.22975406183965,54.8553752622094,8.50000069476664e-05,0,1,123,0,0,0,noisy
noisy-heldout-code-256,heldout,code,256,207,resident_seed_batch,fixed_3,256,107,106,75,309,149,73.97006396903443,601.0316703381893,2543.6525905718163,196.69164259387904,3415.3459674729197,13.341195185441093,74.9558031420809,7.462501525878906e-05,1,0,0,106,0,0,noisy
noisy-heldout-code-256,heldout,code,256,207,resident_seed_batch,fixed_4,256,96,95,71,360,160,118.22293827868786,649.5317018370882,2476.1976712458913,180.17202251673305,3424.1243338784006,13.375485679212503,74.7636402881541,5.924998549744487e-05,1,0,0,0,95,0,noisy
noisy-heldout-code-256,heldout,code,256,207,resident_seed_batch,fixed_5,256,95,94,80,459,161,55.2881794366086,735.6628366583351,2730.485833764996,215.81938344473156,3737.2562333046717,14.598657161346374,68.4994509390735,4.483398515731096e-05,1,0,0,0,1,93,noisy
noisy-heldout-code-256,heldout,code,256,207,resident_seed_batch,h1,256,105,93,74,377,151,464.55718382800075,644.9039781529033,2378.9798476574847,186.18321603043435,3674.624225668824,14.354000881518843,69.66698750085257,0.0001176669611595571,12,4,6,20,6,57,noisy
noisy-heldout-code-256,heldout,code,256,207,resident_seed_batch,h2,256,123,95,68,303,133,562.110781869911,559.619290741735,2317.3456520589552,178.992645921762,3618.068370592364,14.133079572626421,70.75598738839938,0.0001336669665761292,28,0,0,82,0,13,noisy
noisy-heldout-code-256,heldout,code,256,208,resident_seed_batch,ordinary,256,256,0,0,0,0,5234.371279249104,0.0,0.0,0.0,5234.371279249104,20.446762809566813,48.907497451484645,0.00012212502770125866,256,0,0,0,0,0,noisy
noisy-heldout-code-256,heldout,code,256,208,resident_seed_batch,default,256,154,49,37,245,102,2234.891870702843,371.8472716528907,1396.259614838329,94.1395320378878,4097.138289231949,16.0044464423123,62.48263591024404,0.00017900002421811223,105,0,0,0,0,49,noisy
noisy-heldout-code-256,heldout,code,256,208,resident_seed_batch,existing_cost_gate,256,143,68,54,340,113,1508.6064168046446,550.3709091775778,2088.3434121487853,151.08064049844901,4298.401378629458,16.79063038527132,59.55702537989261,0.00017683301120996475,75,0,0,0,0,68,noisy
noisy-heldout-code-256,heldout,code,256,208,resident_seed_batch,fixed_1,256,148,147,39,146,108,3034.4366345154594,591.9999518910768,2197.166240315399,0.0,5823.602826721934,22.748448541882556,43.9590417851522,6.979197496548295e-05,1,147,0,0,0,0,noisy
noisy-heldout-code-256,heldout,code,256,208,resident_seed_batch,fixed_2,256,117,116,59,231,139,2378.8642137392567,577.895703655611,1813.139346700265,70.17863995789759,4840.077904053029,18.906554312707144,52.89171064491098,5.295802839100361e-05,1,1,115,0,0,0,noisy
noisy-heldout-code-256,heldout,code,256,208,resident_seed_batch,fixed_3,256,100,99,63,297,156,15.615388672981462,603.8488287477102,2636.73729229322,179.87024251938425,3436.071752233297,13.422155282161317,74.50368282723176,4.33750101365149e-05,1,0,0,99,0,0,noisy
noisy-heldout-code-256,heldout,code,256,208,resident_seed_batch,fixed_4,256,90,89,64,356,166,15.615388672981462,641.9418736455222,2594.8823975532187,180.3583704521771,3432.7980303238987,13.40936730595273,74.57473400374951,3.97089752368629e-05,1,0,0,0,89,0,noisy
noisy-heldout-code-256,heldout,code,256,208,resident_seed_batch,fixed_5,256,87,86,64,424,169,31.28521814616021,682.2582812520733,2572.4448967922744,170.70416386962168,3456.6925600601285,13.502705312734877,74.05923308248938,3.5375007428228855e-05,1,0,0,0,1,85,noisy
noisy-heldout-code-256,heldout,code,256,208,resident_seed_batch,h1,256,106,92,64,332,150,553.2602099924136,632.6375462000859,2515.4667642377667,173.74913187046897,3875.113652300734,15.137162704299742,66.06257853831141,0.00010908301919698715,14,3,10,6,70,3,noisy
noisy-heldout-code-256,heldout,code,256,208,resident_seed_batch,h2,256,103,89,71,414,153,296.6866026544085,688.9297288126359,2639.7927387337254,193.28390266203186,3818.692972862799,14.916769425245308,67.0386443265382,0.00010620802640914917,14,0,0,13,0,76,noisy
noisy-heldout-code-256,heldout,code,256,209,resident_seed_batch,ordinary,256,256,0,0,0,0,5246.5676137503915,0.0,0.0,0.0,5246.5676137503915,20.494404741212467,48.7938055594797,0.00011625001206994057,256,0,0,0,0,0,noisy
noisy-heldout-code-256,heldout,code,256,209,resident_seed_batch,default,256,149,44,29,220,107,2153.5165961977946,359.5401706605078,1345.2528623611408,79.69090695694443,3938.000536176388,15.382814594439015,65.0076092291658,0.0003382499562576413,105,0,0,0,0,44,noisy
noisy-heldout-code-256,heldout,code,256,209,resident_seed_batch,existing_cost_gate,256,128,63,48,315,128,1320.5546020686936,520.2668704428961,1970.5014187074044,135.94525188078026,3947.2681430997736,15.41901618398349,64.8549808929282,0.00018045800970867276,65,0,0,0,0,63,noisy
noisy-heldout-code-256,heldout,code,256,209,resident_seed_batch,fixed_1,256,148,148,40,143,108,3077.240035657317,604.0235667222789,2180.1167537652236,0.0,5861.380356144818,22.896017016190694,43.675718763349096,0.00010062498040497303,0,148,0,0,0,0,noisy
noisy-heldout-code-256,heldout,code,256,209,resident_seed_batch,fixed_2,256,110,109,47,214,146,2274.809621754289,552.7392647896625,1864.3786894485659,57.244627304189144,4749.172203296704,18.55145391912775,53.904130876175444,6.199994822964072e-05,1,0,109,0,0,0,noisy
noisy-heldout-code-256,heldout,code,256,209,resident_seed_batch,fixed_3,256,101,101,68,294,155,47.47627148817401,607.0162126679988,2588.8107757134344,174.48815413763492,3417.79141400724,13.35074771096578,74.90217189698215,5.295802839100361e-05,0,0,0,101,0,0,noisy
noisy-heldout-code-256,heldout,code,256,209,resident_seed_batch,fixed_4,256,92,92,65,355,164,54.12143036094518,621.9233939259852,2446.6425137795113,172.02357145362183,3294.7109095200635,12.869964490312748,77.70029208337772,4.5083987060934305e-05,0,0,0,1,91,0,noisy
noisy-heldout-code-256,heldout,code,256,209,resident_seed_batch,fixed_5,256,87,87,68,423,169,33.30480416993086,701.1195922003727,2624.8437875156806,184.04542839760055,3543.313612283583,13.841068797982746,72.24875582915563,3.787496825680137e-05,0,0,0,1,0,86,noisy
noisy-heldout-code-256,heldout,code,256,209,resident_seed_batch,h1,256,97,85,65,377,159,398.3669090038252,645.6629813126729,2415.9763117990055,166.04178226591478,3626.0479843814164,14.164249938989908,70.60027917520021,0.00010191701585426927,12,3,2,2,16,62,noisy
noisy-heldout-code-256,heldout,code,256,209,resident_seed_batch,h2,256,109,94,63,284,147,326.61808918902074,576.3171610133983,2449.7584248522057,168.07443952531415,3520.768114579939,13.753000447577886,72.71140605365976,0.00011070800246670842,15,0,0,90,0,4,noisy
noisy-heldout-code-256,heldout,code,256,210,resident_seed_batch,ordinary,256,256,0,0,0,0,5181.580303969419,0.0,0.0,0.0,5181.580303969419,20.240548062380544,49.4057768059462,0.00013158295769244432,256,0,0,0,0,0,noisy
noisy-heldout-code-256,heldout,code,256,210,resident_seed_batch,default,256,154,44,32,220,102,2193.151561491105,350.7715772603291,1319.7413946236122,85.43086969547892,3949.095403070525,15.426153918244239,64.82497227110626,0.0001789579982869327,110,0,0,0,0,44,noisy
noisy-heldout-code-256,heldout,code,256,210,resident_seed_batch,existing_cost_gate,256,143,56,43,280,113,1699.0204342992213,446.701919246191,1692.755440458882,114.8879239546014,3953.3657179588945,15.442834835776932,64.75495015223932,0.00017070805188268423,87,0,0,0,0,56,noisy
noisy-heldout-code-256,heldout,code,256,210,resident_seed_batch,fixed_1,256,152,152,48,148,104,3062.686542500515,600.8735169536811,2042.747655927549,0.0,5706.307715381743,22.290264513209934,44.8626349591934,7.866602391004562e-05,0,152,0,0,0,0,noisy
noisy-heldout-code-256,heldout,code,256,210,resident_seed_batch,fixed_2,256,124,124,75,243,132,2543.425341720939,623.0452778757214,1869.4724048404041,97.19766761846647,5133.14069205553,20.051330828341914,49.87200144274374,6.366701563820243e-05,0,1,123,0,0,0,noisy
