case,mode,policy,runs,speedup_vs_ordinary,speedup_vs_default,vs_default_ci_low,vs_default_ci_high,runs_slower_than_ordinary,runs_slower_than_default,worst_vs_ordinary,worst_vs_default
heldout-code-256,separate_seed,ordinary,40,1.0,0.8127827373823255,0.800161376036622,0.8246637694368902,0,40,1.0,0.710540295938309
heldout-prose-2048,resident_seed_batch,candidate,40,0.964014922283795,1.081604282101436,1.0750317697828327,1.0878063059285474,40,0,0.9530552074338288,1.0279785549314835
heldout-prose-2048,resident_seed_batch,default,40,0.8912824572132999,1.0,1.0,1.0,40,0,0.8562576105325516,1.0
heldout-prose-2048,resident_seed_batch,existing_cost_gate,40,0.8358566099307981,0.9378133757329892,0.9267560203054122,0.9486091912147034,40,39,0.761767233823201,0.8602251677324568
heldout-prose-2048,resident_seed_batch,fixed_1,40,0.7615145089224272,0.8544031162729182,0.848774277351535,0.859850161728313,40,40,0.7521307693711994,0.811212555695897
heldout-prose-2048,resident_seed_batch,fixed_2,40,0.8032972853599396,0.9012825046187307,0.894728484005944,0.9078869705086972,40,40,0.7796371200555057,0.8490741934799082
heldout-prose-2048,resident_seed_batch,fixed_3,40,0.6780703694559365,0.7607805628487335,0.751008863469752,0.7704132447264683,40,40,0.6154158661020066,0.6927658106384916
heldout-prose-2048,resident_seed_batch,fixed_4,40,0.6360902732429152,0.7136797859028066,0.7054835248273729,0.7219293475847006,40,40,0.5693364247666209,0.6391913715589062
heldout-prose-2048,resident_seed_batch,fixed_5,40,0.596828355932871,0.6696287479941269,0.6620114226935275,0.6774144746748839,40,40,0.5314971219601455,0.5967093612613598
heldout-prose-2048,resident_seed_batch,ordinary,40,1.0,1.1219787755349953,1.115150094615286,1.1285565790064969,0,0,1.0,1.0709706750943335
heldout-prose-2048,separate_seed,candidate,40,0.9783329303113124,1.2049080391195541,1.1942085343580735,1.2154417736019758,40,0,0.9658757640760587,1.1202480448914354
heldout-prose-2048,separate_seed,default,40,0.8119565133171458,1.0,1.0,1.0,40,0,0.7747745615315744,1.0
heldout-prose-2048,separate_seed,existing_cost_gate,40,0.8339652579918283,1.0271058170157026,1.0177705835425945,1.0364244730597476,40,7,0.7919958981829321,0.9623495915707365
heldout-prose-2048,separate_seed,fixed_1,40,0.7615145089224272,0.9378759778788593,0.9296310360829095,0.945969753215195,40,40,0.7521307693711994,0.8678428105681477
heldout-prose-2048,separate_seed,fixed_2,40,0.8032972853599396,0.9893353550157138,0.9814397058164895,0.9975706593016029,40,28,0.7796371200555057,0.9307517444487318
heldout-prose-2048,separate_seed,fixed_3,40,0.7983128441239402,0.9831965518233653,0.9748935300982768,0.9916350853451381,40,28,0.7594569284495853,0.919614905326161
heldout-prose-2048,separate_seed,fixed_4,40,0.7756938604062954,0.9553391686425373,0.947429025106106,0.9629196254928942,40,39,0.7304099633705834,0.9055186933040283
heldout-prose-2048,separate_seed,fixed_5,40,0.747684563517931,0.9208431132147213,0.9134148449645487,0.9282014710546429,40,40,0.6971334720734407,0.8635155625152086
heldout-prose-2048,separate_seed,ordinary,40,1.0,1.2315930515966012,1.2206961888080532,1.2423449728423703,0,0,1.0,1.141475830001128
heldout-prose-256,resident_seed_batch,candidate,40,0.9722632079289759,1.0469596452265466,1.036759503721442,1.0575731192845983,38,4,0.9578470637443829,0.9731898010991695
heldout-prose-256,resident_seed_batch,default,40,0.9286539479929931,1.0,1.0,1.0,40,0,0.8857402231374742,1.0
heldout-prose-256,resident_seed_batch,existing_cost_gate,40,0.8852428836993561,0.9532537772682096,0.9399494939333921,0.9671740638063943,40,35,0.8087255776950422,0.8621691162718228
heldout-prose-256,resident_seed_batch,fixed_1,40,0.7851095681810405,0.8454274812246471,0.8378675551507135,0.8529536367269297,40,40,0.7794688016446196,0.7866045879484581
heldout-prose-256,resident_seed_batch,fixed_2,40,0.8301140076240611,0.8938894939477762,0.8862828536111952,0.9018030780405032,40,40,0.800047255542943,0.8478760465675537
heldout-prose-256,resident_seed_batch,fixed_3,40,0.7755720035993803,0.8351571705214268,0.8241955900741773,0.846843209160372,40,40,0.7200771063697259,0.7683536929438916
heldout-prose-256,resident_seed_batch,fixed_4,40,0.7291625715437464,0.7851822232809246,0.7734949165022256,0.7976959390306952,40,40,0.6724668045005077,0.7198362360062894
heldout-prose-256,resident_seed_batch,fixed_5,40,0.6823317282032363,0.7347534888296029,0.724304247711565,0.7459687110724578,40,40,0.6263881743092805,0.667782191613826
heldout-prose-256,resident_seed_batch,ordinary,40,1.0,1.0768273824293753,1.0673168392391075,1.0863037672018223,0,0,1.0,1.0012644151270325
heldout-prose-256,separate_seed,candidate,40,0.9781965263471807,1.1693500120659206,1.154848681777939,1.183554579152604,39,0,0.9687231040025663,1.0639271448423464
heldout-prose-256,separate_seed,default,40,0.8365301374726767,1.0,1.0,1.0,40,0,0.7684701087703416,1.0
heldout-prose-256,separate_seed,existing_cost_gate,40,0.8573901072951928,1.02493630401116,1.0178627687422892,1.032191863673883,40,4,0.8051268041371618,0.9695225537938054
heldout-prose-256,separate_seed,fixed_1,40,0.7851095681810405,0.9385311216078982,0.92766931543174,0.949598229945543,40,39,0.7794688016446196,0.8604318045549252
heldout-prose-256,separate_seed,fixed_2,40,0.8301140076240611,0.9923300673087523,0.9815128334472634,1.0034805065813137,40,21,0.800047255542943,0.927173171384894
heldout-prose-256,separate_seed,fixed_3,40,0.8273331477193892,0.9890057879073271,0.9792382786162156,0.9986111460293648,40,29,0.780743902353601,0.9136516905639438
heldout-prose-256,separate_seed,fixed_4,40,0.8049453994327038,0.9622431558348913,0.9522994560954372,0.9725884105725289,40,37,0.7554397623974747,0.900719152116046
heldout-prose-256,separate_seed,fixed_5,40,0.7762551441146848,0.9279464173997429,0.9196282187186232,0.9363885318558633,40,39,0.7342822122836803,0.8807255192114861
heldout-prose-256,separate_seed,ordinary,40,1.0,1.1954141939478693,1.1813265755726734,1.2098742396299993,0,0,1.0,1.0952386507067196
heldout-structured-2048,resident_seed_batch,candidate,40,1.209939458944528,0.8740473093980194,0.852227914988728,0.8956433855311592,0,37,1.028643980250054,0.69037813205781
heldout-structured-2048,resident_seed_batch,default,40,1.3842951587801886,1.0,1.0,1.0,0,0,1.199684938181815,1.0
heldout-structured-2048,resident_seed_batch,existing_cost_gate,40,1.347547269633326,0.9734537183679498,0.9520614139283896,0.9949973619989354,0,24,1.2054974278541266,0.8514359743706188
heldout-structured-2048,resident_seed_batch,fixed_1,40,0.8206887696515052,0.5928567794563976,0.5822739153664996,0.6041089543301094,40,40,0.8118333867562321,0.5341735186689743
heldout-structured-2048,resident_seed_batch,fixed_2,40,0.9981045055075863,0.7210200073133931,0.7076057940846787,0.7352529642223645,21,40,0.9706651284304774,0.6427349065212559
heldout-structured-2048,resident_seed_batch,fixed_3,40,1.159398329438609,0.837536938625319,0.8221360716701114,0.8543421829764289,0,40,1.090491546611728,0.7186602091886691
heldout-structured-2048,resident_seed_batch,fixed_4,40,1.1575229445322848,0.8361821806501651,0.8172717930405624,0.8565745660464853,0,39,1.0659510935593723,0.6987102331776318
heldout-structured-2048,resident_seed_batch,fixed_5,40,1.1345367417385532,0.8195771938827575,0.8042257446900536,0.8362068674788823,0,40,1.0428661753255728,0.7209552598902633
heldout-structured-2048,resident_seed_batch,ordinary,40,1.0,0.7223892922382092,0.7094165372160269,0.7363349399852323,0,40,1.0,0.6527043510828694
heldout-structured-2048,separate_seed,candidate,40,1.1349439197895923,0.9384416744486365,0.9205906197495736,0.9552843398450339,0,34,1.000262750112295,0.8166449308182534
heldout-structured-2048,separate_seed,default,40,1.2093920705902228,1.0,1.0,1.0,0,0,1.1316518670503333,1.0
heldout-structured-2048,separate_seed,existing_cost_gate,40,1.2193835889054212,1.0082616039563765,1.0014276137300377,1.015199138609643,0,16,1.1335920514148388,0.9702407645497455
heldout-structured-2048,separate_seed,fixed_1,40,0.8206887696515052,0.6785961224724933,0.6723384807907961,0.6846537486933458,40,40,0.8118333867562321,0.62872755970428
heldout-structured-2048,separate_seed,fixed_2,40,0.9981045055075863,0.825294401856363,0.8178570229261752,0.8324394063257585,21,40,0.9706651284304774,0.7646723853647541
heldout-structured-2048,separate_seed,fixed_3,40,1.0956204155438185,0.9059265743400484,0.8979955069901904,0.9137230894477583,0,40,1.0305482606864647,0.8584266962666918
heldout-structured-2048,separate_seed,fixed_4,40,1.1547789207274404,0.9548424773149625,0.9461224456556436,0.9637826079771592,0,35,1.0887483048360458,0.9070779240618491
heldout-structured-2048,separate_seed,fixed_5,40,1.1881470384367236,0.9824332963063576,0.9757881627051543,0.9894006438577548,0,31,1.1026881461181341,0.9310454570299309
heldout-structured-2048,separate_seed,ordinary,40,1.0,0.8268617136806324,0.8189423608582618,0.8345155872384747,0,40,1.0,0.7646052106998094
heldout-structured-256,resident_seed_batch,candidate,40,1.3263607791946534,0.8763676264621368,0.8554095583672522,0.8990113477182057,0,38,1.130946926008232,0.696636579410577
heldout-structured-256,resident_seed_batch,default,40,1.51347532604453,1.0,1.0,1.0,0,0,1.1825987777726388,1.0
heldout-structured-256,resident_seed_batch,existing_cost_gate,40,1.4729803165869633,0.973243693662717,0.9575764954511232,0.9902428487905023,0,25,1.2496313695717525,0.8724671026018406
heldout-structured-256,resident_seed_batch,fixed_1,40,0.8743636972872482,0.5777191621434615,0.5664753887731007,0.5904519927796847,40,40,0.8642676427429158,0.5263985487170402
heldout-structured-256,resident_seed_batch,fixed_2,40,1.0542143041138476,0.6965520256409057,0.6825223686764259,0.7119901100955454,0,40,1.0242129095169763,0.6255891204627557
heldout-structured-256,resident_seed_batch,fixed_3,40,1.3474390650131722,0.890294702414942,0.8711054266058205,0.910376560966366,0,38,1.2147617046214056,0.7791691506660012
heldout-structured-256,resident_seed_batch,fixed_4,40,1.3390018426470653,0.8847199684097583,0.8642387496800955,0.906411220325735,0,36,1.205556158542713,0.7508741632435137
heldout-structured-256,resident_seed_batch,fixed_5,40,1.3121332922362736,0.8669670853938107,0.8488788289438375,0.8863800878340938,0,38,1.1806928509284293,0.7644485886308912
heldout-structured-256,resident_seed_batch,ordinary,40,1.0,0.66073095662121,0.647701699836796,0.6753634792786213,0,40,1.0,0.6070951501813793
heldout-structured-256,separate_seed,candidate,40,1.192944110851157,0.9394379505059391,0.9232369272831421,0.9550544981303064,0,37,1.01310023336923,0.8209181312311093
heldout-structured-256,separate_seed,default,40,1.2698487539370649,1.0,1.0,1.0,0,0,1.2081507385547283,1.0
heldout-structured-256,separate_seed,existing_cost_gate,40,1.283324189878459,1.0106118432605573,1.0043638175488676,1.0162705392020108,0,6,1.190393429368788,0.9391766309710845
heldout-structured-256,separate_seed,fixed_1,40,0.8743636972872482,0.688557353445718,0.6827133914526256,0.6942370322159636,40,40,0.8642676427429158,0.6481768342528752
heldout-structured-256,separate_seed,fixed_2,40,1.0542143041138476,0.8301888715843837,0.8228107377850085,0.8375243318643685,0,40,1.0242129095169763,0.7838680263108021
heldout-structured-256,separate_seed,fixed_3,40,1.1600353263661676,0.9135224354629403,0.9050637285107442,0.921755420828004,0,40,1.1123242337672876,0.846927055941023
heldout-structured-256,separate_seed,fixed_4,40,1.218403813838222,0.9594873484426062,0.9496238805060186,0.9696182213402094,0,35,1.1232368730812887,0.8896673352903618
heldout-structured-256,separate_seed,fixed_5,40,1.2510724533144353,0.9852137504057745,0.9789175068129565,0.9916173798153367,0,35,1.1891275096552034,0.953216237562738
heldout-structured-256,separate_seed,ordinary,40,1.0,0.7874953587185716,0.7807036721158394,0.7940613851712324,0,40,1.0,0.7398043955390748
