case,split,domain,initial_context,seed,mode,policy,committed,cycles,draft_cycles,rejections,proposed,accepted,target_ms,draft_ms,verify_ms,recovery_ms,total_ms,ms_per_token,simulated_tps,host_simulator_seconds,depth_0_cycles,depth_1_cycles,depth_2_cycles,depth_3_cycles,depth_4_cycles,depth_5_cycles
tune-code-256,tune,code,256,3,resident_seed_batch,fixed_4,256,66,66,30,263,190,0.0,394.45125329212414,1709.5359454433644,58.61891589810179,2162.6061146335906,8.447680135287463,118.3756941533359,3.104202914983034e-05,0,0,0,1,65,0
tune-code-256,tune,code,256,3,resident_seed_batch,fixed_5,256,63,63,39,306,193,40.0581257589713,428.3206116638204,1702.28743285076,76.04725656538926,2246.713426838941,8.776224323589613,113.94421600096297,2.762500662356615e-05,0,0,1,0,1,61
tune-code-256,tune,code,256,3,resident_seed_batch,candidate,256,71,61,27,249,185,307.7689082557239,372.78827352462093,1590.1020186964581,54.495623029903165,2325.154823506706,9.082636029323071,110.10019522653161,8.295802399516106e-05,10,3,2,4,30,22
tune-code-256,tune,code,256,4,resident_seed_batch,ordinary,256,256,0,0,0,0,5237.355885363616,0.0,0.0,0.0,5237.355885363616,20.458421427201625,48.879626590856844,0.00012520799646154046,256,0,0,0,0,0
tune-code-256,tune,code,256,4,resident_seed_batch,default,256,64,56,27,275,192,191.1562564785018,393.39648642258936,1554.5171823909843,52.69543388719839,2191.765359179274,8.56158343429404,116.8008240151498,0.00011166703188791871,8,0,0,0,0,56
tune-code-256,tune,code,256,4,resident_seed_batch,existing_cost_gate,256,68,56,28,275,188,280.13303791724513,391.42122604354273,1546.3025266881,54.382054125226276,2272.2388447741146,8.875932987398885,112.66421247430492,0.00011429196456447244,12,0,0,0,0,56
tune-code-256,tune,code,256,4,resident_seed_batch,fixed_1,256,136,135,15,131,120,2809.2643114139637,451.63014821387236,2297.043005964299,0.0,5557.937465592135,21.710693224969276,46.060251952245764,7.191702025011182e-05,1,135,0,0,0,0
tune-code-256,tune,code,256,4,resident_seed_batch,fixed_2,256,100,99,27,194,156,2038.3004269559733,415.97886364360187,1744.2324789583854,23.434923920250053,4221.94669347821,16.49197927139926,60.63553582887539,5.208299262449145e-05,1,0,99,0,0,0
tune-code-256,tune,code,256,4,resident_seed_batch,fixed_3,256,78,78,28,227,178,60.616832004846714,402.37460325196844,1863.4269606163107,52.70537804746303,2379.123773920589,9.2934522418773,107.60264043687575,4.295899998396635e-05,0,0,1,77,0,0
tune-code-256,tune,code,256,4,resident_seed_batch,fixed_4,256,67,67,30,261,189,43.49454616125156,401.6615581425865,1716.620573693699,57.16895611927198,2218.9456341168075,8.66775638326878,115.37010914730861,3.50000336766243e-05,0,1,0,0,66,0
tune-code-256,tune,code,256,4,resident_seed_batch,fixed_5,256,59,59,29,289,197,20.361428237642965,412.2263507986686,1634.6163415388737,56.55469119150641,2123.758811766692,8.29593285846364,120.54099485385593,2.8292008209973574e-05,0,0,0,0,1,58
tune-code-256,tune,code,256,4,resident_seed_batch,candidate,256,74,64,27,249,182,347.27895699416626,392.34879150490804,1630.8930032484766,49.70945215276454,2420.230203900315,9.454024233985605,105.77506205295842,0.00010912498692050576,10,3,2,5,34,20
tune-code-256,tune,code,256,5,resident_seed_batch,ordinary,256,256,0,0,0,0,5206.862621801276,0.0,0.0,0.0,5206.862621801276,20.339307116411234,49.16588329565697,0.0001378749730065465,256,0,0,0,0,0
tune-code-256,tune,code,256,5,resident_seed_batch,default,256,70,66,45,330,186,73.92286537298135,456.47443995031745,1835.0886304124099,90.56815202627385,2456.0540877619824,9.593961280320244,104.23223221165848,0.00011833303142338991,4,0,0,0,0,66
tune-code-256,tune,code,256,5,resident_seed_batch,existing_cost_gate,256,70,66,45,330,186,73.92286537298135,456.47443995031745,1835.0886304124099,90.56815202627385,2456.0540877619824,9.593961280320244,104.23223221165848,0.00012008397607132792,4,0,0,0,0,66
tune-code-256,tune,code,256,5,resident_seed_batch,fixed_1,256,136,136,16,135,120,2766.5321848210747,448.1122667511028,2263.31319132238,0.0,5477.957642894552,21.398272042556844,46.73274542968712,8.833402534946799e-05,0,136,0,0,0,0
tune-code-256,tune,code,256,5,resident_seed_batch,fixed_2,256,99,99,31,195,157,2024.130096025679,416.4776047166605,1866.0677411845131,45.49900956132771,4352.174451488181,17.000681451125708,58.821171543908,5.862500984221697e-05,0,1,98,0,0,0
tune-code-256,tune,code,256,5,resident_seed_batch,fixed_3,256,80,80,29,238,176,21.02503573877271,409.47998836674935,1946.3051974402736,58.63198487204479,2435.44220641784,9.513446118819688,105.11438100456364,4.187499871477485e-05,0,1,0,79,0,0
tune-code-256,tune,code,256,5,resident_seed_batch,fixed_4,256,69,69,33,269,187,39.79468245886143,410.1410876558876,1754.0362994025336,63.51492928374426,2267.4869988010264,8.85737108906651,112.90031657749945,3.574998117983341e-05,0,1,0,0,68,0
tune-code-256,tune,code,256,5,resident_seed_batch,fixed_5,256,68,68,46,334,188,21.02503573877271,464.06592729136435,1876.0091443773256,92.23356467214298,2453.333672079605,9.583334656560957,104.3478116790358,3.1333009246736765e-05,0,1,0,1,0,66
tune-code-256,tune,code,256,5,resident_seed_batch,candidate,256,77,68,38,275,179,279.44692514499735,409.25515162904765,1756.631134321285,76.28408283024515,2521.617293925575,9.850067554396777,101.5221463687962,9.516696445643902e-05,9,3,2,5,37,21
tune-code-256,tune,code,256,6,resident_seed_batch,ordinary,256,256,0,0,0,0,5215.481467142705,0.0,0.0,0.0,5215.481467142705,20.37297448102619,49.08463420161462,0.00012208300177007914,256,0,0,0,0,0
tune-code-256,tune,code,256,6,resident_seed_batch,default,256,74,56,29,265,182,427.9185703485854,389.2989151530164,1478.8937217161729,51.543315004790536,2347.654522222566,9.170525477431898,109.04500537738419,0.00011245900532230735,18,0,0,0,0,56
tune-code-256,tune,code,256,6,resident_seed_batch,existing_cost_gate,256,74,56,29,265,182,427.9185703485854,389.2989151530164,1478.8937217161729,51.543315004790536,2347.654522222566,9.170525477431898,109.04500537738419,0.00011299998732283711,18,0,0,0,0,56
tune-code-256,tune,code,256,6,resident_seed_batch,fixed_1,256,136,136,16,133,120,2749.867111005811,445.357810049803,2252.653027139586,0.0,5447.877948195198,21.28077323513749,46.990773735085064,6.65000407025218e-05,0,136,0,0,0,0
tune-code-256,tune,code,256,6,resident_seed_batch,fixed_2,256,97,97,23,187,159,1991.5995045966395,409.7313109374021,1799.4065145582917,23.85067142748278,4224.5880015198145,16.502296880936775,60.59762511939693,4.854099825024605e-05,0,1,96,0,0,0
tune-code-256,tune,code,256,6,resident_seed_batch,fixed_3,256,76,76,21,223,180,41.19555441493886,386.6460797996292,1817.079726348711,39.2401529532208,2284.161513516499,8.922505912173824,112.0761375608174,3.825000021606684e-05,0,1,0,75,0,0
tune-code-256,tune,code,256,6,resident_seed_batch,fixed_4,256,68,67,30,254,188,100.12727125679463,403.14037855926074,1670.0124282710947,54.29287777605911,2227.572955863209,8.70145685884066,114.92328425256771,3.291695611551404e-05,1,0,1,0,66,0
tune-code-256,tune,code,256,6,resident_seed_batch,fixed_5,256,62,62,33,289,194,84.01309294668607,426.0538472234065,1640.3073085842639,58.91018221443812,2209.284430968795,8.630017308471855,115.87462275635612,2.900004619732499e-05,0,1,0,1,0,60
tune-code-256,tune,code,256,6,resident_seed_batch,candidate,256,76,66,18,227,180,330.3443205113348,371.6727735886083,1641.343881026088,34.30734078271282,2377.668315908744,9.28776685901853,107.668507960984,9.741599205881357e-05,10,3,2,24,33,4
tune-code-256,tune,code,256,7,resident_seed_batch,ordinary,256,256,0,0,0,0,5223.002177980535,0.0,0.0,0.0,5223.002177980535,20.402352257736464,49.01395620305523,0.0001057499903254211,256,0,0,0,0,0
tune-code-256,tune,code,256,7,resident_seed_batch,default,256,91,53,30,260,165,783.8031545541342,364.84874608157713,1431.8558200967432,57.465818267505924,2637.973538999961,10.304584136718598,97.04418797811292,0.00013129098806530237,38,0,0,0,0,53
tune-code-256,tune,code,256,7,resident_seed_batch,existing_cost_gate,256,91,53,30,260,165,783.8031545541342,364.84874608157713,1431.8558200967432,57.465818267505924,2637.973538999961,10.304584136718598,97.04418797811292,0.00013820803724229336,38,0,0,0,0,53
tune-code-256,tune,code,256,7,resident_seed_batch,fixed_1,256,136,136,16,135,120,2770.6351859026104,448.93688994853693,2272.5673099826954,0.0,5492.139385833839,21.453669475913433,46.61207263972836,6.799999391660094e-05,0,136,0,0,0,0
tune-code-256,tune,code,256,7,resident_seed_batch,fixed_2,256,99,99,31,194,157,2031.253985439676,418.80016873545304,1865.8998059624194,41.41018309229619,4357.3641432298455,17.020953684491584,58.75111456951656,5.062500713393092e-05,0,0,99,0,0,0
tune-code-256,tune,code,256,7,resident_seed_batch,fixed_3,256,83,83,41,244,173,39.60305058350042,422.26962787335185,1980.6252545631053,79.689104280907,2522.1870373008637,9.852293114456499,101.49921326768859,4.333298420533538e-05,0,1,0,82,0,0
tune-code-256,tune,code,256,7,resident_seed_batch,fixed_4,256,72,72,39,269,184,97.94778786288884,426.5569804901031,1750.521420691981,68.1250410680799,2343.1512301130524,9.152934492629111,109.25457849668905,3.625004319474101e-05,0,1,0,0,71,0
tune-code-256,tune,code,256,7,resident_seed_batch,fixed_5,256,62,62,33,301,194,39.60305058350042,422.50070059639427,1673.043998579058,63.08316141500469,2198.230911173957,8.586839496773269,116.45728330846015,3.058300353586674e-05,0,1,0,0,0,61
tune-code-256,tune,code,256,7,resident_seed_batch,candidate,256,86,74,39,254,170,351.9551992467985,407.747775128584,1776.7147537935607,71.31486432506057,2607.7325924940037,10.186455439429702,98.16957487775413,0.00010658300016075373,12,3,2,44,7,18
tune-code-256,tune,code,256,8,resident_seed_batch,ordinary,256,256,0,0,0,0,5193.573946878118,0.0,0.0,0.0,5193.573946878118,20.287398229992647,49.29168287935572,0.00010970898438245058,256,0,0,0,0,0
tune-code-256,tune,code,256,8,resident_seed_batch,default,256,69,57,34,280,187,276.2230973789355,386.3111907581253,1527.3982098773085,65.48781973411647,2255.420317748487,8.810235616205027,113.50434239927239,9.91669949144125e-05,12,0,0,0,0,57
tune-code-256,tune,code,256,8,resident_seed_batch,existing_cost_gate,256,69,57,34,280,187,276.2230973789355,386.3111907581253,1527.3982098773085,65.48781973411647,2255.420317748487,8.810235616205027,113.50434239927239,0.00010262499563395977,12,0,0,0,0,57
tune-code-256,tune,code,256,8,resident_seed_batch,fixed_1,256,137,136,17,134,119,2779.668315857717,446.98057440002896,2227.712936488196,0.0,5454.361826745943,21.30610088572634,46.93491340172584,6.662501255050302e-05,1,136,0,0,0,0
tune-code-256,tune,code,256,8,resident_seed_batch,fixed_2,256,95,95,19,190,161,1928.7580063594876,397.55014151306904,1743.7686613952972,17.316945031106307,4087.3937542989584,15.966381852730306,62.63159739155284,4.541699308902025e-05,0,0,95,0,0,0
tune-code-256,tune,code,256,8,resident_seed_batch,fixed_3,256,83,83,35,242,173,60.88855270763818,419.86129263460083,1948.6815804588725,65.89058811301534,2495.3220139141267,9.747351616852058,102.59196952237922,3.879104042425752e-05,0,0,1,82,0,0
tune-code-256,tune,code,256,8,resident_seed_batch,fixed_4,256,69,69,33,266,187,61.70790988739131,403.121838333922,1703.0820941025434,61.76321920719914,2229.6750615310557,8.709668209105686,114.8149362285157,3.208301495760679e-05,0,0,1,1,67,0
tune-code-256,tune,code,256,8,resident_seed_batch,fixed_5,256,59,59,31,287,197,40.40009511407763,399.1974846274624,1584.9033513478619,60.169217477217366,2084.6701485666194,8.143242767838357,122.80120199160565,2.5833025574684143e-05,0,0,1,0,0,58
tune-code-256,tune,code,256,8,resident_seed_batch,candidate,256,73,63,29,269,183,287.3138204946895,390.88225859823007,1648.3646027219975,58.02254222107675,2384.5832240359946,9.314778218890604,107.35628659112623,8.770899148657918e-05,10,2,2,6,20,33
tune-code-256,tune,code,256,9,resident_seed_batch,ordinary,256,256,0,0,0,0,5177.997810008558,0.0,0.0,0.0,5177.997810008558,20.22655394534593,49.439959110291106,0.00011041696416214108,256,0,0,0,0,0
tune-code-256,tune,code,256,9,resident_seed_batch,default,256,90,52,30,260,166,777.1975920862449,362.0981430627364,1454.5330971113879,59.77590697436743,2653.604739234737,10.36564351263569,96.47254401340378,0.00012354104546830058,38,0,0,0,0,52
tune-code-256,tune,code,256,9,resident_seed_batch,existing_cost_gate,256,90,52,30,260,166,777.1975920862449,362.0981430627364,1454.5330971113879,59.77590697436743,2653.604739234737,10.36564351263569,96.47254401340378,0.00012554199201986194,38,0,0,0,0,52
tune-code-256,tune,code,256,9,resident_seed_batch,fixed_1,256,135,134,13,133,121,2741.11081113409,440.4920500692428,2281.0454806307,0.0,5462.64834183403,21.33847008528918,46.86371590854602,6.19160127826035e-05,1,134,0,0,0,0
tune-code-256,tune,code,256,9,resident_seed_batch,fixed_2,256,99,99,29,194,157,2023.686384160268,417.1654113888202,1803.7449061983186,35.39429188923387,4279.99099363664,16.718714818893126,59.81320997651934,4.5459019020199776e-05,0,0,99,0,0,0
tune-code-256,tune,code,256,9,resident_seed_batch,fixed_3,256,81,81,32,233,175,78.96093986308968,410.7473579702381,1880.0290910252347,57.279861703004364,2427.017250561567,9.48053613500612,105.47926675872054,3.762502456083894e-05,0,0,1,80,0,0
tune-code-256,tune,code,256,9,resident_seed_batch,fixed_4,256,67,67,28,262,189,39.18480217791857,391.613584695025,1675.8966474906774,52.68802201751066,2159.383056381132,8.435090063988797,118.55237969173723,3.108300734311342e-05,0,0,1,1,65,0
tune-code-256,tune,code,256,9,resident_seed_batch,fixed_5,256,63,63,37,307,193,39.18480217791857,433.84966888587564,1729.7902142338767,71.9603358916442,2274.785021189314,8.885878989020759,112.53810694874227,4.029198316857219e-05,0,0,1,1,0,61
tune-code-256,tune,code,256,9,resident_seed_batch,candidate,256,79,67,30,256,177,353.7575742164848,384.26411681436133,1653.5362306750471,56.44605540818702,2448.003977114081,9.562515535601879,104.57499350217354,9.64159844443202e-05,12,3,2,3,55,4
tune-code-256,tune,code,256,10,resident_seed_batch,ordinary,256,256,0,0,0,0,5212.4965965424335,0.0,0.0,0.0,5212.4965965424335,20.36131483024388,49.112741899881634,0.00010120897786691785,256,0,0,0,0,0
tune-code-256,tune,code,256,10,resident_seed_batch,default,256,119,48,31,240,137,1452.928651188131,328.0084323049379,1313.441160166258,61.673105394822635,3156.0513490541503,12.328325582242774,81.11401611913624,0.00015441601863130927,71,0,0,0,0,48
tune-code-256,tune,code,256,10,resident_seed_batch,existing_cost_gate,256,104,54,35,260,152,1067.4256038559038,369.64799762833957,1430.29591371174,65.72995812475398,2933.099473320739,11.457419817659137,87.27968564604014,0.00014595797983929515,50,0,0,0,0,54
tune-code-256,tune,code,256,10,resident_seed_batch,fixed_1,256,138,138,20,132,118,2807.892651220483,454.84289677149246,2226.670445909105,0.0,5489.405993901082,21.442992163676102,46.63528263065708,6.649998249486089e-05,0,138,0,0,0,0
tune-code-256,tune,code,256,10,resident_seed_batch,fixed_2,256,103,102,35,194,153,2099.5625384603804,428.4788324228396,1778.6405438038903,38.253862137940764,4344.935776825049,16.97240537822285,58.91916777353737,4.675000673159957e-05,1,0,102,0,0,0
tune-code-256,tune,code,256,10,resident_seed_batch,fixed_3,256,75,74,21,219,181,40.00097488634031,371.9019813540384,1740.8438391374232,39.91700001692078,2192.663795394723,8.565092950760636,116.7529652916602,3.350002225488424e-05,1,0,0,74,0,0
tune-code-256,tune,code,256,10,resident_seed_batch,fixed_4,256,71,71,34,266,185,102.10253767202879,425.9284227047532,1745.0957671986157,59.84978550188035,2332.976513077278,9.113189504208117,109.73106611447494,3.108294913545251e-05,0,0,1,0,70,0
tune-code-256,tune,code,256,10,resident_seed_batch,fixed_5,256,62,62,36,301,194,41.72771751925643,423.9866319831137,1685.738788760187,70.4470855559851,2221.900223818542,8.67929774929118,115.21669481631366,2.6082969270646572e-05,0,1,0,0,0,61
tune-code-256,tune,code,256,10,resident_seed_batch,candidate,256,90,78,41,260,166,384.9638513851308,437.3039603857717,1909.0531972560268,76.24783471454259,2807.568843741474,10.967065795865134,91.18209178402356,0.0001005829544737935,12,3,2,34,37,2
tune-code-256,tune,code,256,11,resident_seed_batch,ordinary,256,256,0,0,0,0,5149.687997217083,0.0,0.0,0.0,5149.687997217083,20.11596873912923,49.711749554214485,0.00011308299144729972,256,0,0,0,0,0
tune-code-256,tune,code,256,11,resident_seed_batch,default,256,105,56,39,280,151,1002.6920366618167,375.0839037747834,1509.676866311088,76.3832550168916,2963.83606176458,11.57748461626789,86.3745479389252,0.00014170800568535924,49,0,0,0,0,56
tune-code-256,tune,code,256,11,resident_seed_batch,existing_cost_gate,256,100,57,39,285,156,875.5122926856789,382.2650548825878,1539.660052441146,76.3832550168916,2873.820655026305,11.225861933696503,89.08001950374205,0.00013395800488069654,43,0,0,0,0,57
tune-code-256,tune,code,256,11,resident_seed_batch,fixed_1,256,136,136,16,134,120,2737.3355096338637,443.3468860514835,2244.2977468130143,0.0,5424.980142498363,21.191328681634232,47.18911282172997,5.8542005717754364e-05,0,136,0,0,0,0
tune-code-256,tune,code,256,11,resident_seed_batch,fixed_2,256,98,97,25,192,158,1967.5113282727489,400.3539284157078,1752.797513079916,27.099489696615258,4147.762259464987,16.202196326035107,61.720027326981125,4.349998198449612e-05,1,0,97,0,0,0
tune-code-256,tune,code,256,11,resident_seed_batch,fixed_3,256,82,81,35,243,174,25.195443968699063,407.1097177693419,1931.0437747898486,67.84643988409177,2431.1953764119817,9.496856939109303,105.29799558018703,3.549997927621007e-05,1,0,0,81,0,0
tune-code-256,tune,code,256,11,resident_seed_batch,fixed_4,256,71,71,42,274,185,59.60824026375423,418.6459209390145,1759.0314738413008,78.88592086866298,2316.171555912733,9.047545140284113,110.52721865376598,3.083399496972561e-05,0,0,1,0,70,0
tune-code-256,tune,code,256,11,resident_seed_batch,fixed_5,256,68,68,46,340,188,0.0,459.72678188498475,1848.6144255632726,90.44844293030822,2398.7896503785646,9.370272071791268,106.72048712549656,2.883299021050334e-05,0,0,0,0,0,68
tune-code-256,tune,code,256,11,resident_seed_batch,candidate,256,87,76,46,264,169,374.91524908521734,423.35568599306214,1816.3848805230864,85.54354298418117,2700.1993585855485,10.547653744474799,94.80781453636855,9.874999523162842e-05,11,3,2,21,48,2
tune-code-256,tune,code,256,12,resident_seed_batch,ordinary,256,256,0,0,0,0,5233.8863066396,0.0,0.0,0.0,5233.8863066396,20.444868385310937,48.91202922678005,0.00011908396845683455,256,0,0,0,0,0
tune-code-256,tune,code,256,12,resident_seed_batch,default,256,73,60,37,285,183,331.8747343630778,415.1309961609337,1582.133864929159,67.22002111995083,2396.3596165731224,9.36077975223876,106.82870727311325,0.00012254202738404274,13,0,0,0,0,60
tune-code-256,tune,code,256,12,resident_seed_batch,existing_cost_gate,256,73,60,37,285,183,331.8747343630778,415.1309961609337,1582.133864929159,67.22002111995083,2396.3596165731224,9.36077975223876,106.82870727311325,0.00010679202387109399,13,0,0,0,0,60
tune-code-256,tune,code,256,12,resident_seed_batch,fixed_1,256,138,138,20,134,118,2836.3301979712724,459.5020953782492,2252.3365094402075,0.0,5548.168802789727,21.67253438589737,46.14135025438992,6.133399438112974e-05,0,138,0,0,0,0
tune-code-256,tune,code,256,12,resident_seed_batch,fixed_2,256,100,99,29,194,156,2050.7930804797043,418.93249983836756,1790.619394729214,32.85910209429665,4293.204077141584,16.770328426334313,59.629124402221485,4.3082982301712036e-05,1,0,99,0,0,0
